u,v,highway,length,lanes,risk_score
353193935,3823587899,residential,65.72171520392719,2,2.1521953e-05
353193936,3823587159,residential,40.47661947878908,4,2.1521953e-05
353193936,3823587292,residential,30.25773103988716,4,2.092451e-05
353193936,3823587490,residential,68.08984981774584,2,2.1521953e-05
353193936,11230505660,residential,66.83300626270302,6,2.8404178e-05
353193937,353194436,residential,47.15123448763294,2,2.1521953e-05
353193937,3823587021,residential,46.6573633814279,4,2.1521953e-05
353193937,3823587159,residential,46.87609612921186,2,2.1521953e-05
353194161,3822944448,residential,26.64578718983113,2,1.02936665e-05
353194161,3822944449,residential,50.20013737053612,4,2.1521953e-05
353194161,4584756069,residential,37.54254645504968,2,1.02936665e-05
353194170,3820983899,residential,23.752412184494894,2,1.02936665e-05
353194170,4584660347,residential,81.85008785872023,2,2.8404178e-05
353194170,4584669561,residential,100.17489879352355,6,3.896753e-05
353194173,3820983699,residential,60.92214425873361,6,2.8404178e-05
353194173,3820983733,primary,153.37852872025232,6,0.0003057371
353194173,4580122456,residential,70.99660919543457,6,3.896753e-05
353194173,4584668991,primary,133.35238881730126,6,0.0003057371
353194179,3823586630,residential,43.63581667376219,2,2.1521953e-05
353194179,3823586693,residential,52.075647112164205,2,2.1521953e-05
353194179,3823586762,residential,132.59325541439375,1,3.896753e-05
353194179,4580111217,residential,44.796131557634,2,2.1521953e-05
353194204,448305113,residential,66.4321655459533,2,2.1521953e-05
353194204,3820983740,residential,40.70288418791434,2,1.3061258e-05
353194204,4584660347,residential,125.8290738949506,1,3.896753e-05
353194285,3823586713,residential,29.80885410045718,2,1.02936665e-05
353194285,3823586736,residential,56.025458600958245,2,2.1521953e-05
353194285,4576599793,residential,61.26960355003165,2,2.1521953e-05
353194290,353194452,residential,43.35338799122612,2,2.1521953e-05
353194290,3823585033,residential,44.202952617689775,6,2.1521953e-05
353194290,4580111220,residential,131.81905308074727,2,3.896753e-05
353194290,4580124729,residential,76.18906748719236,2,2.8404178e-05
353194291,449448860,primary,134.0629465738062,2,0.0003057371
353194291,3819769172,primary,92.81287337977516,6,0.0003057371
353194291,3819769262,residential,59.87862073158307,2,2.1521953e-05
353194291,3823585013,residential,75.17400924818303,6,3.896753e-05
353194304,3823585038,residential,83.28224840743366,1,2.8404178e-05
353194304,3823585044,residential,48.3336554596129,2,2.1521953e-05
353194304,3823586288,residential,34.90638433717823,2,1.02936665e-05
353194304,4571013948,residential,22.67349380000952,2,1.02936665e-05
353194305,3823585034,residential,33.39806469994509,2,1.02936665e-05
353194305,3823585040,residential,48.15634413399077,2,2.1521953e-05
353194305,3823585044,residential,47.3487885788664,2,2.1521953e-05
353194305,4576599795,residential,42.79347847621347,1,1.3061258e-05
353194378,2930525553,residential,80.27532467884866,3,3.896753e-05
353194378,3823588390,residential,82.13047982204785,1,2.8404178e-05
353194378,3823588635,residential,28.15483466648481,2,1.02936665e-05
353194378,11230505704,residential,59.84613484093257,1,2.1521953e-05
353194380,3823587915,residential,69.36703869208588,2,2.8404178e-05
353194380,3823588162,residential,29.026409608008755,2,1.02936665e-05
353194380,3823588184,residential,26.1109042299316,2,1.02936665e-05
353194380,3823588368,residential,61.32414089732156,2,2.1521953e-05
353194381,353194408,residential,68.77357936583428,2,2.1521953e-05
353194381,3823587687,residential,31.38137399519396,2,1.02936665e-05
353194381,3823587768,residential,76.34907015931684,2,2.8404178e-05
353194381,3823587840,residential,37.65234263003282,2,1.02936665e-05
353194384,3823586991,residential,46.54563423231889,2,2.1521953e-05
353194384,3823587096,residential,17.618878344794854,2,1.02936665e-05
353194384,3823587115,residential,29.22354653197276,2,1.02936665e-05
353194384,3823587260,residential,50.78714131415605,2,2.1521953e-05
353194399,353194400,residential,78.44328619589236,2,2.8404178e-05
353194400,3823588774,residential,79.98461349187578,2,2.8404178e-05
353194400,3823588780,residential,29.943555546030456,4,2.092451e-05
353194404,3823588216,residential,68.08124891750893,2,2.1521953e-05
353194404,3823588427,residential,23.413293665800712,2,1.02936665e-05
353194404,3823588629,residential,71.567741902271,2,2.8404178e-05
353194404,4627448364,residential,28.49426231824015,6,2.092451e-05
353194407,353194408,residential,112.58471903843656,2,3.295083e-05
353194407,3823588098,residential,24.47386658064893,2,1.02936665e-05
353194407,4580091944,residential,1.996871801128209,2,1.02936665e-05
353194408,3823587699,residential,38.63179462957847,2,1.02936665e-05
353194408,3823587705,secondary,32.14842598693334,2,5.672571e-05
353194408,3823587921,secondary,66.01617985876379,2,0.00025518943
353194433,3823586899,residential,61.52942072151734,2,2.1521953e-05
353194433,3823587060,secondary,66.99099914435652,2,0.00025518943
353194433,4569528556,residential,31.32629935818133,2,1.02936665e-05
353194435,3823586899,residential,52.56751055232547,2,2.1521953e-05
353194435,3823586938,residential,63.2265435405992,2,2.1521953e-05
353194435,3823586991,residential,47.01638045775108,2,2.1521953e-05
353194435,4580091945,residential,46.19411747434453,2,2.1521953e-05
353194436,436393814,residential,67.42625298439336,6,2.8404178e-05
353194436,3823586953,residential,18.48739982884425,2,1.02936665e-05
353194436,4580091946,residential,47.30582542876522,2,2.1521953e-05
353194443,4580091947,residential,33.20453591637981,6,2.092451e-05
353194443,4580111223,residential,80.07813335245761,1,2.8404178e-05
353194443,10678122489,residential,72.1133184214182,1,5.3612737e-05
353194452,3823585013,residential,37.35313272369756,2,1.02936665e-05
353194452,4580111219,residential,130.4515725078419,2,3.896753e-05
353194452,4580124732,residential,104.91447124668798,2,2.8404178e-05
353194455,3279011096,residential,80.77497229060266,6,3.896753e-05
353194455,3823586589,residential,22.12204523919293,2,1.02936665e-05
353194455,3823586641,residential,39.18637937778448,2,1.3061258e-05
353194455,4580091948,residential,41.651579896777456,2,1.3061258e-05
353194538,436877345,residential,37.13924569565259,6,2.092451e-05
353194538,3819769379,residential,69.25983125401993,2,2.8404178e-05
353194538,3819769454,residential,113.1815546535702,2,3.295083e-05
353194574,353194575,residential,28.86449898635129,2,1.02936665e-05
353194574,3819769192,residential,48.57476753594658,1,2.1521953e-05
353194574,3819769251,residential,44.95721410003228,2,2.1521953e-05
353194574,3819769303,residential,65.94427576434647,2,2.1521953e-05
353194575,3819769185,residential,58.17928124431723,2,2.1521953e-05
353194575,3819769256,residential,23.547404787827787,5,2.092451e-05
353195076,3819769237,residential,83.96279761962309,2,2.8404178e-05
353195076,3819769254,residential,54.97781691147617,2,2.1521953e-05
353195076,3819769325,residential,66.42509739506606,3,2.8404178e-05
353195076,4580235124,residential,13.065384585674405,2,1.02936665e-05
353195079,3819769438,residential,75.6073270762012,2,2.8404178e-05
353195079,3819769514,residential,51.21948669131018,2,2.1521953e-05
353195079,4580235126,residential,147.56704158875,2,5.3612737e-05
353195149,4580235126,residential,83.78794632432228,2,2.8404178e-05
353195149,4580238966,residential,47.23832105872225,2,2.1521953e-05
353195149,4580238967,residential,92.97742407047522,2,2.8404178e-05
353195149,10682086096,residential,68.25509937075108,5,2.8404178e-05
353195249,436849310,secondary,38.08397527785979,2,9.977264e-05
353195249,3819769163,secondary,91.8524214810656,2,0.00025518943
353195249,3819769182,residential,131.0877757688012,2,3.896753e-05
353195249,4580205470,residential,33.78394584189756,2,1.02936665e-05
355129296,355129297,tertiary,60.955064505144286,4,0.00010854434
355129296,355799510,tertiary,125.78669664945986,2,0.00025518943
355129296,3494544693,tertiary,107.55000248632732,4,0.00023234516
355129296,3494544694,tertiary,111.2020190176736,2,0.00012515846
355129297,355129299,tertiary,176.6641877780687,2,0.0003057371
355129297,356653358,residential,245.06755697708263,2,0.00025518943
355129297,4634390513,residential,34.550798993888456,2,5.3612737e-05
355129299,355799509,tertiary,64.67679957824313,2,0.00025518943
355129299,357763810,residential,110.50688392101068,2,5.3612737e-05
355129299,4634390513,residential,160.57065888079563,2,5.3612737e-05
355129515,355432281,residential,120.87313391533964,1,5.3612737e-05
355432430,355129515,residential,123.86760619952054,1,5.3612737e-05
355129515,355433091,residential,80.1320205149395,2,2.8404178e-05
355129518,355798666,residential,118.02781225269725,2,3.295083e-05
355129518,436840344,tertiary,58.95490461431808,2,0.00010854434
355129518,4634390383,tertiary,69.99154068964232,2,0.000115111994
355129518,6584019687,residential,122.7030284613283,2,3.295083e-05
355129675,355129854,residential,163.5433123119783,1,5.672571e-05
355432281,355129675,residential,119.7374009542834,1,5.3612737e-05
355129675,355433089,residential,91.82662723177567,4,3.896753e-05
355129678,387154859,residential,9.289535962324903,2,1.02936665e-05
355129678,387154920,residential,71.33586516140032,4,3.896753e-05
355129678,387154947,residential,178.93410222987063,3,5.3612737e-05
355129854,355433088,residential,94.97690623275756,4,3.896753e-05
355129854,6583346926,residential,166.06859155440264,1,5.672571e-05
11257338599,355173024,primary,163.89616069380406,1,0.0004517338
355173024,11296428354,primary,80.30323778822391,1,0.0003057371
355432281,2930463921,residential,85.16393509069812,1,3.896753e-05
355432934,355432282,residential,105.95669653305788,1,5.3612737e-05
355432282,355799976,residential,108.10209395397048,2,3.295083e-05
355432282,2374750053,tertiary,119.84237274079894,2,0.000156775
355432282,2930463922,tertiary,119.972092692169,2,0.000156775
355432938,355432430,residential,192.43479208903665,1,0.00010854434
355432430,355433092,residential,61.41674384754643,6,2.8404178e-05
355432431,355432936,residential,106.69686923316723,2,2.8404178e-05
355432431,355798263,tertiary,89.57494642491936,2,0.00012515846
355432431,355800598,residential,107.3401668384192,2,2.8404178e-05
355432431,2374750053,tertiary,122.99806723181167,2,0.00025518943
355432933,355432934,residential,120.399592665906,2,3.295083e-05
355432933,355433089,residential,76.65167902323626,2,2.8404178e-05
355432933,357763810,residential,161.51240120757677,2,5.3612737e-05
355432933,2930463922,residential,107.06675080544385,2,2.8404178e-05
355432934,355432935,residential,120.1362223230779,2,3.295083e-05
2930463921,355432934,residential,77.66274845062489,1,3.896753e-05
355432935,355432936,residential,122.2292806218679,2,3.295083e-05
355432935,355433091,residential,77.3046065887446,2,2.8404178e-05
355432935,2374750053,residential,105.99492078921418,2,2.8404178e-05
355432936,355432938,residential,78.16543925811186,2,2.8404178e-05
355432936,355433092,residential,77.03775665135187,2,2.8404178e-05
355432938,355432939,residential,67.41540581840093,6,2.8404178e-05
355798263,355432938,residential,107.29497471739234,1,5.3612737e-05
355432939,436830144,primary,130.45242456816447,6,0.0003057371
355432939,2374823805,residential,50.31290492442371,6,2.1521953e-05
355432939,2930463919,primary,114.8400114803484,6,0.0003057371
355433089,355433088,residential,161.5005658960541,1,5.672571e-05
355433088,357763810,residential,76.49231245401593,2,2.8404178e-05
2930463921,355433089,residential,120.75478818990452,1,5.3612737e-05
355433092,355433091,residential,122.81564065302284,1,5.3612737e-05
355433091,2930463921,residential,119.75039133141624,1,5.3612737e-05
355798263,355800597,residential,96.12747705555547,2,2.8404178e-05
355798263,2930463919,tertiary,67.9334599814934,6,0.00010854434
355798268,355798962,residential,63.70681394767338,3,2.8404178e-05
355798268,414685337,tertiary,71.1299744587267,6,0.000156775
355798268,2721261123,residential,83.81190965047283,3,3.896753e-05
355798268,2721321961,tertiary,59.35813834376136,3,0.00010854434
355798664,355798665,residential,62.782315794511966,2,2.1521953e-05
355798664,355800598,residential,101.73091495353248,2,2.8404178e-05
355798664,4634390383,residential,122.86224133778566,2,3.295083e-05
355798665,355798666,residential,37.76063605678176,2,1.02936665e-05
355798665,355800480,residential,118.7599090922598,2,3.295083e-05
355798666,355798962,residential,141.12430106827088,2,3.896753e-05
355798666,2720510403,residential,59.74129710183031,3,2.8404178e-05
355798962,355800480,residential,86.86919037218902,2,2.8404178e-05
355798962,2724377708,residential,66.5154469938724,6,2.8404178e-05
355798964,355798965,residential,126.76253749852484,2,3.896753e-05
355798964,355799975,residential,108.06250954052314,2,3.295083e-05
355798964,3407835859,residential,59.28670025365877,2,2.1521953e-05
355798964,6584019687,residential,125.24344245465868,6,5.3612737e-05
355798965,355799510,residential,59.15995705969594,2,2.1521953e-05
355798965,355799678,residential,76.04611969532294,2,2.8404178e-05
355798965,4634390513,residential,104.14257910074885,2,5.3612737e-05
355799509,355799678,residential,107.06532231953848,2,2.8404178e-05
355799509,2930463922,tertiary,122.73835291924271,2,0.00025518943
355799510,387154947,residential,117.51536219063468,2,3.295083e-05
355799510,3407835859,tertiary,126.4558467545306,2,0.00025518943
355799975,355799678,residential,122.76067265902648,1,5.3612737e-05
355799976,355799975,residential,119.5630664467582,1,5.3612737e-05
355799975,2930463922,residential,107.185530838991,2,2.8404178e-05
355799977,355799976,residential,120.13499817295894,1,5.3612737e-05
355800598,355799977,residential,123.12862842571651,1,5.3612737e-05
355799977,2374750053,tertiary,107.71413590321288,2,0.00012515846
355799977,4634390383,tertiary,101.91952217610036,2,0.00012515846
355800480,355800597,residential,164.07424083855622,3,5.3612737e-05
355800480,436880518,residential,66.2226952430863,6,2.8404178e-05
355800597,355800598,residential,100.44139563541204,1,5.3612737e-05
2374823820,355800597,residential,66.8273280712964,1,3.2155996e-05
356265537,356265539,residential,128.7757475956544,2,3.896753e-05
356265537,356265595,residential,57.804247482158246,2,2.1521953e-05
356265537,3823587243,residential,39.05136344430922,2,1.3061258e-05
356265539,356265541,residential,63.55262998455723,2,2.1521953e-05
356265539,1000121012,residential,79.9821776783129,2,2.8404178e-05
356265541,3824954608,residential,28.92994048973632,2,1.02936665e-05
356265541,3824954614,residential,109.24395981368605,2,5.3612737e-05
356265545,3824954614,residential,61.867965184641534,2,2.1521953e-05
356265595,436862401,residential,34.782739608742894,2,1.02936665e-05
356265595,1000121012,residential,197.78092617284327,2,0.00010854434
356265775,3819769955,residential,10.406824952366138,2,1.02936665e-05
356265778,3819769955,residential,77.46255051611469,2,2.8404178e-05
356265778,3819769956,residential,62.82485200669658,2,2.1521953e-05
356265778,3819770001,residential,29.919253785845672,2,1.02936665e-05
356265778,3819770025,residential,54.12857334243883,2,2.1521953e-05
356265790,3819769908,residential,76.77724295386781,2,2.8404178e-05
356265790,3819769956,residential,23.397454402401504,2,1.02936665e-05
356265790,8479080812,residential,5.705921037779574,2,1.02936665e-05
356265929,3819769997,residential,108.74972685082174,4,4.294348e-05
356265929,3819770031,residential,27.87544020709464,4,2.092451e-05
356265929,3819770045,residential,16.298645334993843,4,2.092451e-05
356266006,437007224,residential,90.43834814639268,2,2.8404178e-05
356651268,2374823841,residential,69.78047016681538,2,2.8404178e-05
356651268,2374823854,residential,61.53913063656273,2,2.1521953e-05
356651268,2930463919,residential,50.28549608007923,6,2.1521953e-05
356651268,3634040397,residential,82.7650030107355,2,2.8404178e-05
356653356,356653358,residential,23.99636416766492,1,2.1521953e-05
2139867190,356653356,residential,16.882432972081663,1,2.1521953e-05
356653356,3494544693,tertiary,47.27094764227524,2,0.00010854434
356653358,356653359,residential,12.205828177068312,1,2.1521953e-05
356653359,2139867190,residential,18.123668800354977,1,2.1521953e-05
356653359,3508122901,residential,83.94978600549926,4,3.896753e-05
357938663,1778603974,residential,170.2252195158118,2,5.3612737e-05
436859628,387153848,trunk_link,438.6013175103152,1,0.0003057371
387153848,2139941847,trunk,546.759939959351,1,0.001118618
2139941920,387153848,trunk,658.3720456785354,1,0.001118618
2139941847,387153860,trunk,428.9300220756164,1,0.00092491665
2139941861,387153860,trunk_link,562.1033708490352,1,0.0003057371
387153860,2139941882,trunk,41.00546191680858,1,0.00010854434
387154319,387154518,trunk_link,91.26212439311055,1,0.000156775
2753700669,387154319,trunk_link,341.77835533191285,1,0.0003057371
12455462142,387154319,trunk_link,292.2093579062713,1,0.0003057371
387154517,387154698,trunk,96.2094729925595,1,0.00025518943
387154712,387154517,trunk_link,247.8485830776281,1,0.0003057371
798645945,387154517,trunk,331.3808977321155,1,0.00092491665
387154518,387154717,trunk_link,236.773488680168,1,0.0003057371
387154518,436718632,trunk_link,340.0158334093421,1,0.0003057371
387154698,387154700,trunk_link,67.7122574890492,1,0.00012515846
387154698,796137310,trunk,330.7244370176647,1,0.00092491665
387154700,387154705,trunk_link,146.65474442994412,1,0.00025518943
387154700,3074316369,trunk_link,149.93071521351206,1,0.00025518943
2139941839,387154705,trunk_link,23.77197362056045,1,5.3612737e-05
387154705,2753700728,trunk_link,296.3102993523101,1,0.0003057371
387154712,387154717,trunk_link,182.6300333701358,1,0.0003057371
8474668160,387154712,trunk_link,75.11183553647282,1,0.000156775
387154717,798645174,trunk_link,124.14054846219734,1,0.00025518943
387154858,387154918,tertiary,77.51624380054065,2,0.00012515846
2374750073,387154858,residential,116.1209475922364,1,5.3612737e-05
387154858,2374750074,tertiary,102.81285309840676,2,0.00012515846
387154858,4309638164,residential,122.95928159644598,1,5.3612737e-05
387154859,2374750078,residential,125.0352952388659,2,3.896753e-05
387154859,3048652633,residential,56.35265000758877,1,2.1797567e-05
4309638164,387154859,residential,125.49858016211934,1,5.3612737e-05
387154916,2374750057,residential,70.13077335319217,2,2.8404178e-05
387154916,2374750069,residential,95.94449916823388,2,2.8404178e-05
387154916,2374750075,residential,100.0378995443004,2,2.8404178e-05
387154918,387154950,tertiary,75.80211008468855,2,0.00012515846
387154918,2374750069,residential,116.65348194854312,2,3.295083e-05
387154918,4309664863,residential,123.28836720279908,2,3.295083e-05
387154920,4309664863,residential,125.91403708975628,2,3.896753e-05
387154920,4311903758,residential,76.53211090513946,2,2.8404178e-05
387154947,3504542404,residential,55.3110767214777,2,2.1521953e-05
387154947,4311903758,residential,107.98507313119644,2,3.295083e-05
387154950,436840344,tertiary,111.87566594031296,2,0.00012515846
387154950,2374750064,residential,116.98612425911269,2,3.295083e-05
387154950,4309655467,residential,122.56861214796068,2,3.295083e-05
387154951,2374750057,residential,41.620128819424046,2,1.3061258e-05
387154951,2374750064,residential,104.91574382075989,2,2.8404178e-05
387154951,2721321961,residential,111.47314516697696,3,4.294348e-05
387154952,2374750051,residential,93.77421527821848,2,2.8404178e-05
387154952,2374750057,residential,106.9782915364652,2,2.8404178e-05
387154952,2374750079,residential,21.818406389950685,2,1.02936665e-05
445327391,387154953,residential,69.86100037007677,1,3.896753e-05
387154953,2329649060,residential,121.95107754721856,5,4.294348e-05
387154953,2374750077,residential,51.641770175404126,1,2.1797567e-05
387154953,2374750079,residential,107.98714174269918,2,3.295083e-05
3893042401,414683302,primary,46.28361583961919,1,0.00026454186
414683348,7281578349,secondary,12.060031634213171,7,9.977264e-05
414683348,8460119046,secondary,46.75457857716005,4,0.000156775
414683348,11707452269,primary,92.08268960634656,1,0.0003057371
11707452270,414683348,primary,46.47902886018414,1,0.0003057371
414683392,3811554546,secondary,82.35687022048853,1,0.00025518943
414683392,3811554590,primary,190.9127222980832,6,0.0004517338
414683392,3822999249,primary,98.39019409314476,4,0.0003057371
414683392,3891198185,primary,95.3201224946706,6,0.0003057371
414683392,4584756068,secondary,92.32521434493816,6,0.00025518943
414683404,3819767939,primary,41.988266584953806,4,0.000156775
414683404,3819767980,secondary,81.36269999677563,6,0.00025518943
414683404,3819768014,primary,66.79194888146117,6,0.0003057371
414683404,4584756059,secondary,81.13728052324143,6,0.00025518943
414685214,436874429,secondary,43.820692248956746,5,0.0003057371
414685214,436874438,secondary,217.5295213634766,4,0.0004517338
414685214,2739029763,secondary,60.33726040534246,4,0.0003057371
414685214,8463187835,secondary,44.04032576559292,4,0.000156775
414685225,3431071797,secondary,57.5195388661473,5,0.00025518943
414685225,3867929892,secondary,42.28335784198127,5,0.00010854434
414685225,3868066575,secondary,51.12073684204698,5,0.00025518943
414685225,4591208014,secondary,65.91766258093742,5,0.00025518943
414685256,8477568355,secondary,10.960025348102262,1,5.672571e-05
414685256,8477568358,tertiary,25.6193768348645,1,5.3612737e-05
414685256,8477574118,secondary,25.06637735004099,2,5.672571e-05
414685337,2721262777,primary,44.14779846690722,3,0.00025518943
414685337,2724377708,primary,88.4272903347767,3,0.0003057371
414685337,3500755195,tertiary,54.32037868169017,3,0.00010854434
414685342,3317861162,tertiary,62.47700516620321,3,0.00010854434
414685342,3317861462,residential,44.92159024586191,3,2.1521953e-05
414685342,3464948596,secondary,38.73051331776102,3,0.00010854434
414685342,6271015626,tertiary,117.49868260326784,3,0.00025518943
436841463,414685882,secondary_link,169.848418309515,1,0.0003057371
414685882,2532403755,secondary,88.61585076122294,4,0.00025518943
414685882,2532420363,secondary,31.231256912151505,2,5.672571e-05
414685905,5643497455,primary,121.85789860648984,1,0.0003057371
5756267844,414685905,primary,111.28635578304808,1,0.0003057371
414685905,5756267850,secondary,48.05244971012861,5,0.000156775
414685905,10726078219,secondary,12.736793595274875,5,9.977264e-05
414685926,414685930,primary,191.1596353529617,7,0.0004517338
414685926,2881092583,secondary,268.02211707737195,4,0.001118618
414685926,5587181200,primary,707.9992464771607,6,0.001118618
414685930,414685968,primary,615.5243785506811,4,0.001118618
414685930,436776235,secondary,262.9431014067335,4,0.001118618
436849340,414685935,primary,355.08944006283616,1,0.00092491665
414685935,3966543491,primary,299.4026804934486,1,0.00092491665
414685935,11942035571,secondary,11.43100674627547,6,9.977264e-05
414685968,436830190,tertiary,156.73460121370104,6,0.0003057371
414685968,2881102882,residential,498.1930306080347,2,0.00025518943
414685975,1104187225,secondary,194.5264302507152,8,0.0004517338
414685975,2605603669,secondary,342.74521170596955,2,0.0004517338
414685975,2605603672,secondary,298.7338456848244,4,0.001118618
414685975,4630968172,secondary,92.16106472514367,7,0.00025518943
414685991,436862488,secondary,64.8284362722169,3,0.00025518943
414685991,3820786216,residential,89.27619185273596,3,3.896753e-05
414685991,3820786220,secondary,69.24564444359216,4,0.00025518943
414685991,10784761077,secondary,13.886237602222325,4,9.977264e-05
414686051,3811066895,secondary,27.931514975901493,4,9.977264e-05
414686051,3811441429,tertiary,127.32374177213356,1,0.00025518943
414686051,8474080313,secondary,40.09486510858552,1,0.000101691665
414686051,8474088613,secondary,24.47591699777641,5,9.977264e-05
414686051,8474088616,secondary,32.17193978143777,5,9.977264e-05
414686089,3823348819,secondary,65.00279209521206,4,0.00025518943
414686089,3823348859,secondary,56.467814511173934,2,0.000156775
414686089,8499543698,secondary,44.47382548376064,4,0.000156775
414686095,436867920,secondary,67.247335177479,4,0.00025518943
414686095,3811078663,secondary,104.82565660429256,4,0.00025518943
414686095,3811078667,secondary,30.119596807265268,5,9.977264e-05
414686095,3811327172,secondary,76.86502966132755,5,0.00025518943
414686099,436845034,secondary,93.5957630138879,6,0.00025518943
414686099,436867695,secondary,72.17252714567238,2,0.00025518943
414686099,2309932453,secondary,121.19910901158994,6,0.0003057371
414686099,3811327176,secondary,78.96752711064441,6,0.00025518943
414686117,436776303,secondary,29.89489200093628,2,5.672571e-05
414686117,436810550,secondary,70.26451513119187,4,0.00025518943
414686117,436862027,secondary,69.75469085132063,2,0.00025518943
414686117,3820984140,secondary,54.01802546140736,2,0.000156775
414686130,3811140064,primary,85.93963467563547,1,0.0003057371
