node1,node2,ratio
436840380,436853792,0.00066826
436853798,2374838755,0.00066826
436859638,6048920035,0.00066826
2451940615,4677757273,0.00065374
436849346,1133534478,0.00065374
5863307810,9800448854,0.00065374
3822999078,5293309116,0.00065374
436393685,1104187222,0.00065374
436826287,2147567542,0.00065374
5281048352,11229115806,0.00065374
436867716,3823348447,0.00065374
2451940615,4591258866,0.00065374
436855646,2288449080,0.00063921
3540457792,3855509934,0.00063921
1969395254,3201530628,0.00063921
11944713933,11944713935,0.00063921
2309932473,3819767640,0.00063921
3393326683,3436119874,0.00063921
436393673,1104187224,0.00063921
436855964,11252413096,0.00063921
414683392,4584756068,0.00063921
387154705,2753700728,0.00062468
436862293,3864845150,0.00062468
11944713937,11944713940,0.00062468
11228575703,12234347067,0.00062468
11944713925,11944713929,0.00062468
414683404,4584756059,0.00062468
436760124,2139941852,0.00062468
414685975,2605603669,0.00062468
3351589234,3967124569,0.00062468
3823125312,8460119033,0.00062468
5226760700,11252413080,0.00061015
436867900,3811067137,0.00061015
2309932468,3819767917,0.00061015
2139941762,2139941861,0.00061015
2374823880,3201530628,0.00061015
3749753642,3864845150,0.00061015
4700488797,8536553324,0.00061015
3074776036,3074787435,0.00061015
11178032838,11663495477,0.00061015
353194291,3823585013,0.00061015
353194443,10678122489,0.00059563
2930467440,9941778083,0.00059563
631756001,3034284276,0.00059563
11296481678,11296481681,0.00059563
353194173,3820983733,0.00059563
1800575463,3034164310,0.00059563
3867929809,9941778074,0.00059563
436718653,1834932806,0.00059563
2309932437,3811678439,0.00059563
11942015605,11942035571,0.00059563
2291747512,3811440266,0.00058110
387154953,445327391,0.00058110
1104187225,2881092112,0.00058110
3034197250,3034284276,0.00058110
3811441495,3811552039,0.00058110
4593717739,11252413279,0.00058110
3436119890,3436120294,0.00058110
436863965,1104187222,0.00058110
12455462133,12455462142,0.00058110
1149547143,11252413238,0.00058110
436854118,4593717743,0.00058110
436873132,1104187224,0.00058110
9283051956,9283138079,0.00058110
414686130,11228574127,0.00058110
631756001,1795204580,0.00058110
3024393049,3034284282,0.00056657
436862443,2147528525,0.00056657
1931779477,2374823810,0.00056657
798651017,2139941732,0.00056657
436869371,3038710046,0.00056657
436835481,3869599546,0.00056657
2147567536,2147567613,0.00056657
414687711,3820983733,0.00056657
4684562294,5703054986,0.00056657
1830388306,3139492445,0.00056657
2421606544,2775071304,0.00056657
5294398232,5703055020,0.00056657
5939190729,5939190775,0.00056657
2309932473,3820984072,0.00056657
352993164,5756267873,0.00056657
436877190,3383840993,0.00055204
3855510474,3855510535,0.00055204
4631204702,5276961002,0.00055204
3279011096,3823586604,0.00055204
355173024,11296428354,0.00055204
2139867191,5102323468,0.00055204
436881922,2532420364,0.00055204
436837189,2330771264,0.00055204
2139941776,6048920023,0.00055204
2139811797,3508206816,0.00055204
414685930,414685968,0.00055204
2288449080,3855510379,0.00055204
2141596006,5294397120,0.00055204
1936511489,5863307794,0.00055204
8361477186,11296428367,0.00055204
9283138073,9283138074,0.00055204
436855970,4588312676,0.00055204
1838474855,8382372908,0.00055204
436835498,11688752946,0.00055204
11230505667,12234347081,0.00053752
3823206892,12946294466,0.00053752
414685975,2605603672,0.00053752
9283051961,9283138078,0.00053752
2309932453,3811092363,0.00053752
414683404,3819767980,0.00053752
2141596006,4695045504,0.00053752
387153860,2139941861,0.00053752
2309932473,3819767791,0.00053752
436854170,8460926751,0.00053752
5281659406,5284943471,0.00053752
414686051,3811066895,0.00052299
2960309144,3819769883,0.00052299
307924211,3823587157,0.00052299
436854170,3811139948,0.00052299
436867864,3811629713,0.00052299
9987494216,9987526923,0.00052299
436868035,436868037,0.00052299
353194436,436393814,0.00052299
436943855,4631204701,0.00052299
3279011096,3819769759,0.00052299
2139811784,2139867174,0.00052299
1834932801,2930467403,0.00052299
4591844992,8154128184,0.00052299
436853677,436853683,0.00050846
1149288246,10951188749,0.00050846
1133534451,1133534473,0.00050846
355798263,2930463919,0.00050846
7624412367,7624412370,0.00050846
7068970634,8478367052,0.00050846
436835433,7298467871,0.00050846
9987494198,9987494212,0.00050846
11942035577,11942035581,0.00050846
5846372912,12101407178,0.00049393
3822999066,3822999121,0.00049393
5279878735,5279878736,0.00049393
3819769031,3819769172,0.00049393
436880518,2374823820,0.00049393
1834932806,3066579587,0.00049393
653216979,653216999,0.00049393
631756001,4927966771,0.00049393
2139811784,2139811828,0.00049393
436839855,9943951274,0.00049393
2329649078,3742400162,0.00049393
353194291,449448860,0.00049393
9282422519,9282595673,0.00049393
1969395186,1969395254,0.00049393
436868048,3825027519,0.00049393
414685337,2721262777,0.00049393
3822999322,3822999355,0.00049393
3110451757,3869599546,0.00049393
10705958857,10705958858,0.00049393
436826287,8476456955,0.00049393
11296481756,12234347062,0.00049393
436873092,3811524346,0.00049393
11228575703,11296481762,0.00047941
3309834966,4591432394,0.00047941
3034284289,9282595663,0.00047941
436825400,2451940759,0.00047941
414685968,2881102882,0.00047941
2329648912,3431079093,0.00047941
2329648756,4591827919,0.00047941
414686095,436867920,0.00047941
3819768872,5930698997,0.00047941
3825309112,7624412370,0.00047941
414686051,3811441429,0.00047941
1931779477,1931790389,0.00047941
3811441366,4582189784,0.00047941
2147528535,2147528539,0.00047941
5277145132,5284943471,0.00047941
436862485,436862488,0.00047941
3823125448,4585783749,0.00047941
414686117,436810550,0.00047941
436835483,3869600349,0.00047941
2753700671,2753700678,0.00047941
5643497455,11942015605,0.00047941
436837156,436837159,0.00047941
4582139117,4582183379,0.00047941
436810669,3823589026,0.00046488
2451941066,4592891789,0.00046488
8460119051,11707228309,0.00046488
436868052,436868053,0.00046488
3414026717,4586354685,0.00046488
414687711,3823585005,0.00046488
436855964,4588283432,0.00046488
3855510810,3855510831,0.00046488
3819770031,3819770060,0.00046488
387154698,796137310,0.00046488
7068970600,12234342176,0.00046488
3823584998,5070008488,0.00046488
353194173,4584668991,0.00046488
3811155132,8374239436,0.00046488
436862410,4590068789,0.00046488
3811439561,3811629617,0.00045035
1949178455,3034284279,0.00045035
2291747512,3811439986,0.00045035
436689812,3242365290,0.00045035
2147567593,2147567601,0.00045035
1104187222,10211968042,0.00045035
436853387,3074968863,0.00045035
436867708,3823125358,0.00045035
2960309144,11228575797,0.00045035
436837191,3825310104,0.00045035
3148507083,3785058257,0.00045035
12234347049,12234347055,0.00045035
449448788,3819769732,0.00045035
436830144,2147567607,0.00045035
436859628,2139941828,0.00045035
9283051968,9283138078,0.00045035
2291782294,3811629630,0.00045035
12234342179,12234342185,0.00045035
445327391,2720635239,0.00045035
2473238876,2959081059,0.00043582
1104187221,3822999328,0.00043582
436841577,3820786205,0.00043582
2139941776,2139941924,0.00043582
5277145133,5287701127,0.00043582
4591019744,9283138047,0.00043582
2139941727,8463148494,0.00043582
436849340,7274291705,0.00043582
12234346934,12234346935,0.00043582
3823588576,3823588816,0.00043582
436854118,5041076968,0.00043582
4582189784,4583223104,0.00043582
3331258297,3867926948,0.00043582
2147528623,5681435323,0.00043582
436841153,3860578462,0.00043582
3855510379,3855510395,0.00043582
2147567559,2147567617,0.00043582
4580091947,11228575799,0.00043582
9941864266,10155915486,0.00043582
436867864,4581894659,0.00043582
11229115806,12364765013,0.00043582
2139941828,2139941924,0.00043582
2139811797,2141596093,0.00043582
3869600490,9987494196,0.00043582
414683392,3811554546,0.00043582
445327414,2374750067,0.00043582
436814891,3811629192,0.00043582
3825309586,11944775171,0.00043582
9987494196,9987526934,0.00043582
3074982860,4674893114,0.00042130
436868019,445343537,0.00042130
11296481759,11296481761,0.00042130
2139941779,2139941788,0.00042130
2421606544,3648703726,0.00042130
6033413577,8460006046,0.00042130
1988538675,5287045374,0.00042130
7069023706,9283138068,0.00042130
3034284282,3034284289,0.00042130
3819768508,4086709496,0.00042130
436840380,1949178482,0.00042130
414686099,2309932453,0.00042130
4586322716,4586322731,0.00042130
9283138064,9283138065,0.00042130
798651017,3074316369,0.00042130
3648333526,9282595679,0.00042130
12946252270,12946294466,0.00042130
436837191,436837192,0.00042130
436855860,3855510383,0.00042130
4593717743,4732384440,0.00042130
9283138056,9283138057,0.00042130
2291747512,3811439959,0.00042130
2288311361,9941778083,0.00042130
2451940662,3867929886,0.00042130
7069047644,9283051950,0.00040677
2960309145,3819769990,0.00040677
7281578357,11707452269,0.00040677
8460119033,8460119045,0.00040677
436839854,10156103097,0.00040677
3825309583,5757913272,0.00040677
4505415647,9282595663,0.00040677
414686095,3811078663,0.00040677
3811797860,3811797903,0.00040677
436852812,3855510379,0.00040677
5273692779,11228575797,0.00040677
355432939,2930463919,0.00040677
3823125301,6033413577,0.00040677
2330782495,3807475052,0.00040677
796137310,2753742493,0.00040677
414685926,5587181200,0.00040677
2139811778,8087288524,0.00040677
3823585005,4569556693,0.00040677
436859638,9379611610,0.00040677
436854196,4569556694,0.00040677
2147528627,2317896079,0.00040677
2881092570,2881094411,0.00040677
9283051973,11689066386,0.00040677
436836580,2451940617,0.00040677
1133534462,3825027364,0.00040677
436839854,9941778074,0.00040677
9061486050,9061486051,0.00040677
7069018256,9283138043,0.00040677
11270582722,11270582726,0.00040677
3811554590,3891198185,0.00040677
1133534462,11296481678,0.00040677
1988538666,5287045374,0.00040677
353194291,3819769172,0.00039224
11296481770,11296481773,0.00039224
2881092570,2881092583,0.00039224
436835483,3869600353,0.00039224
436810541,3823348880,0.00039224
2451940611,3383840993,0.00039224
436849346,3823124844,0.00039224
4586448292,4586448300,0.00039224
11296481674,11296481682,0.00039224
3819769869,5279878735,0.00039224
2147567569,2930525560,0.00039224
3822944576,3823349107,0.00039224
3967108625,10974501901,0.00039224
436881922,4589997026,0.00039224
436868053,653216999,0.00039224
2330782571,4732384440,0.00039224
2532420371,4581738306,0.00039224
2330782519,4593833815,0.00039224
353194291,3819769262,0.00039224
436869387,1949178468,0.00039224
436760117,436760119,0.00039224
3823125448,11944713937,0.00039224
2753700728,11688752940,0.00039224
2724391967,3317876163,0.00039224
436867864,3811440387,0.00039224
436853804,3628462223,0.00039224
10951188777,10951405280,0.00039224
2605603661,2605603670,0.00039224
7069047604,7069047605,0.00039224
3785058104,3785058123,0.00039224
3811441217,4583223104,0.00039224
2523199336,3811554587,0.00039224
414686117,3820984140,0.00039224
414685926,414685930,0.00039224
12234347090,12234347093,0.00039224
4505415665,9301802435,0.00039224
2605578794,2605603672,0.00039224
2881102869,8456439801,0.00039224
3811629200,3811629371,0.00039224
1988538673,5273036915,0.00039224
2330771264,3785058064,0.00039224
3823124826,3823125236,0.00039224
436810546,3822944576,0.00039224
2139811885,2147567566,0.00039224
3242365290,3431021293,0.00039224
3823588067,5287443584,0.00037771
9283138047,9283138058,0.00037771
9283051947,11080341315,0.00037771
3825309584,11944763965,0.00037771
436862499,653216981,0.00037771
9282595679,9282595681,0.00037771
353194436,4580091946,0.00037771
2858504985,5703054986,0.00037771
3033929895,3436119890,0.00037771
414686095,3811327172,0.00037771
414683404,3819767939,0.00037771
1800585176,3040585338,0.00037771
355432938,355432939,0.00037771
2605603666,2605603669,0.00037771
436849346,4585866462,0.00037771
414686117,436776303,0.00037771
414686117,436862027,0.00037771
436760119,4493459427,0.00037771
2291480312,5287045374,0.00037771
2141596039,5294398232,0.00037771
2309932452,3811078667,0.00037771
414685225,4591208014,0.00037771
11296481695,12234347007,0.00037771
436881915,11665462706,0.00037771
2753700678,3078076779,0.00037771
2330771264,4425986911,0.00037771
1988538666,1988538673,0.00037771
9283051963,9283051982,0.00037771
436849390,1104187222,0.00037771
2139941924,8477575613,0.00037771
2374750051,2374750075,0.00037771
5281636488,5318566643,0.00037771
4714543110,5281659406,0.00037771
436718687,9283138070,0.00037771
2139941727,2139941756,0.00036319
11978139845,11978139848,0.00036319
353194407,353194408,0.00036319
2930525560,3811524412,0.00036319
414686130,3811140064,0.00036319
5863307818,5863307819,0.00036319
1949110858,1949178455,0.00036319
3074785642,3074982860,0.00036319
12234347161,12234347166,0.00036319
2139867193,9913596038,0.00036319
436881922,2532403744,0.00036319
436840380,2374838755,0.00036319
9283138073,9283138095,0.00036319
2532403834,3811524065,0.00036319
2329649078,3825309094,0.00036319
436393823,11230505660,0.00036319
1834932796,1834932799,0.00036319
2147567609,12985685518,0.00036319
414685225,3868066575,0.00036319
3811326849,3811554515,0.00036319
3540457792,4195608385,0.00036319
3868066575,3868066609,0.00036319
5281685323,5310355221,0.00036319
3819768795,3819768872,0.00036319
436393611,436393615,0.00036319
414688091,2329649097,0.00036319
436810192,5293309116,0.00036319
8474080313,8474097717,0.00036319
436839884,3352633687,0.00036319
9283138074,11080341315,0.00036319
4065497954,8460119046,0.00036319
2309932452,3811078689,0.00036319
414686099,436867695,0.00036319
436868025,4592891578,0.00036319
3081352533,4591679953,0.00036319
11252413080,11252413177,0.00036319
1104187224,3823124838,0.00036319
436830144,3917352219,0.00036319
436868044,11252413223,0.00036319
8118929026,10155915492,0.00034866
353194173,4580122456,0.00034866
3811440413,3811440486,0.00034866
414687711,4584639672,0.00034866
2451940759,4591424996,0.00034866
12234347127,12234347130,0.00034866
436868048,11252413220,0.00034866
3811078662,3811554551,0.00034866
436852812,3855510474,0.00034866
2147567604,12985685518,0.00034866
436867900,3811554293,0.00034866
1936511522,4592872174,0.00034866
3811554560,3811554562,0.00034866
436877345,11228575760,0.00034866
414686099,3811327176,0.00034866
2288721324,11944743264,0.00034866
4588269253,4588283420,0.00034866
436854170,8460926747,0.00034866
353194408,3823587921,0.00034866
12234346982,12234346986,0.00034866
1133534451,5294397120,0.00034866
2141595985,11187794345,0.00034866
436862293,2237153678,0.00034866
353194443,4580091947,0.00034866
3811441280,4583223104,0.00034866
436841577,3820786261,0.00034866
2139811784,2139867170,0.00034866
2523199336,3811554562,0.00034866
3743639303,9283051948,0.00034866
798645174,2139867174,0.00034866
3991035409,4593817613,0.00034866
2329649046,2374750067,0.00034866
436840344,2720510403,0.00034866
436862475,3785058137,0.00034866
4121393430,9283138094,0.00034866
1949178468,1949178471,0.00034866
436689812,4661321216,0.00034866
3034164321,3436119874,0.00034866
9987494194,9987526937,0.00034866
3309835009,4591107668,0.00033413
3811629207,3811629374,0.00033413
2309932468,3819767835,0.00033413
9965966236,11941978995,0.00033413
12364765013,12364765017,0.00033413
2329649123,3811440508,0.00033413
798645919,2139941910,0.00033413
5293309115,5293309116,0.00033413
414685905,5756267844,0.00033413
436862068,3819769125,0.00033413
3864845762,5846372916,0.00033413
5757913268,5757913272,0.00033413
5281680293,5281685323,0.00033413
414686051,8474088613,0.00033413
414688091,3825311808,0.00033413
1949178455,2374823810,0.00033413
3811326849,3811554497,0.00033413
436835498,3078076792,0.00033413
3749753642,5861128817,0.00033413
445343537,1936511522,0.00033413
436393765,3820983704,0.00033413
2532346015,3825310652,0.00033413
8482782941,9941864294,0.00033413
7069047609,9283051960,0.00033413
436943855,5272990920,0.00033413
3811554543,3811554562,0.00033413
1988538673,5281673550,0.00033413
3811440290,10278755810,0.00033413
2930467407,9283138068,0.00033413
436837159,3033929895,0.00033413
3822999322,3822999328,0.00033413
436867900,3811554309,0.00033413
436810541,3822997695,0.00033413
3811440629,3811440652,0.00033413
3893042379,5863307819,0.00033413
3074785642,3074786334,0.00033413
4595156260,10156195558,0.00033413
9958202170,9958202173,0.00031960
1949178455,4173928373,0.00031960
10974501901,11252413250,0.00031960
449448788,4580111222,0.00031960
3823124844,4584888197,0.00031960
414685214,436874438,0.00031960
7069047605,7069047606,0.00031960
11296481706,12234347021,0.00031960
9283051963,11689066386,0.00031960
5863307791,10974501699,0.00031960
4588303782,11252413096,0.00031960
2329649058,2374776955,0.00031960
3811078752,3811078755,0.00031960
4586322731,4588346645,0.00031960
1104187225,2881092167,0.00031960
5276961002,5282264841,0.00031960
2329648912,3867929809,0.00031960
436873829,436873831,0.00031960
3822999066,8753077733,0.00031960
3811441297,4583223104,0.00031960
3967108624,10974501488,0.00031960
7069002636,9987573960,0.00031960
436835420,3867929946,0.00031960
3074776036,3074786334,0.00031960
4586138558,4586281835,0.00031960
3819768691,4580498246,0.00031960
12234346982,12234347006,0.00031960
3811629177,11942035571,0.00031960
414685975,1104187225,0.00031960
12234346940,12234346941,0.00031960
436862475,436862477,0.00031960
436862410,3798902280,0.00031960
11942035571,11942035573,0.00031960
5273036915,5295850826,0.00031960
436881915,2532403834,0.00031960
4583239048,8474088616,0.00031960
3811435040,4582135201,0.00031960
353193888,4580091947,0.00031960
436853387,3867929648,0.00031960
387153848,2139941920,0.00031960
3822999806,10211968042,0.00031960
414685337,3500755195,0.00031960
2329649111,3811440311,0.00031960
3811439929,4582141580,0.00031960
3820984065,4584362135,0.00031960
10155915489,12941993277,0.00031960
436855994,436855998,0.00031960
436825400,436825402,0.00031960
3811327048,3811554515,0.00031960
11230505686,11663495477,0.00031960
414685991,3820786220,0.00031960
436826294,3825373129,0.00030508
3819768812,4580498246,0.00030508
9941778074,9941864292,0.00030508
352994529,353194433,0.00030508
11944712443,11944739813,0.00030508
436837204,2374776955,0.00030508
436862217,5287443584,0.00030508
3825309343,4589998394,0.00030508
3819768115,3820984136,0.00030508
3086804405,3099973729,0.00030508
2139811828,2147567609,0.00030508
3820984082,3822999128,0.00030508
5310355221,11296481800,0.00030508
1149547145,11252413238,0.00030508
9987526930,9987526933,0.00030508
436837191,3825310381,0.00030508
2288449081,2881092146,0.00030508
2720510403,2721321961,0.00030508
3823586747,4580091947,0.00030508
355799510,387154947,0.00030508
436855974,4587422636,0.00030508
436837191,436873059,0.00030508
3823349773,3823349800,0.00030508
9958202179,9958202194,0.00030508
436810669,2930525553,0.00030508
2064295230,5041148383,0.00030508
5703054996,5703055020,0.00030508
436840344,2930463923,0.00030508
436868022,11296428335,0.00030508
3825310304,3825310381,0.00030508
3822999210,3822999806,0.00030508
4591306226,9987494194,0.00030508
436852821,3855510801,0.00030508
436835489,2329649026,0.00030508
3820983944,3823349255,0.00030508
436867702,11955742139,0.00030508
9283051958,9283051963,0.00030508
2147567603,4586281842,0.00030508
436874438,8477575614,0.00030508
4242253370,4631274901,0.00030508
2532345923,7773276142,0.00030508
436393673,3823124825,0.00030508
2309932440,3811678459,0.00030508
4656545972,8383098864,0.00030508
5887231074,9958202167,0.00030508
9283138055,9283138070,0.00030508
436840393,436862110,0.00030508
11944712442,11944712443,0.00030508
3436119874,11688752955,0.00030508
5863307797,5863307798,0.00030508
3855510535,3855510576,0.00030508
3811440569,4582193541,0.00030508
7281578349,8460119045,0.00030508
9941864289,9941864291,0.00030508
6048920026,6048920044,0.00030508
5284932410,5287714140,0.00030508
436857354,10726078219,0.00030508
4505415661,9301802435,0.00029055
436873092,8477974161,0.00029055
5863307816,5863307818,0.00029055
5863307814,5863307816,0.00029055
436835405,436877204,0.00029055
2141596039,2141596080,0.00029055
9958202172,9958202173,0.00029055
2291782294,4581894659,0.00029055
2330782519,8482803660,0.00029055
2139867164,7366088086,0.00029055
9282595674,9282595675,0.00029055
436760133,2139941732,0.00029055
3628462223,4588134433,0.00029055
798645945,2753742480,0.00029055
2330771304,3825309553,0.00029055
2374838571,5756843235,0.00029055
2753700728,3393326671,0.00029055
436828299,4591679942,0.00029055
2938354331,4695045520,0.00029055
436810154,3811066660,0.00029055
436836580,3431079393,0.00029055
436393611,436393613,0.00029055
436393613,436393615,0.00029055
9283051980,11689066386,0.00029055
9941864273,9941864294,0.00029055
436873132,3811440486,0.00029055
3279011087,5281044435,0.00029055
414686099,436845034,0.00029055
436841577,8477446133,0.00029055
5281648447,5282193255,0.00029055
436854200,3823349652,0.00029055
12234347066,12234347067,0.00029055
3822997707,3822997723,0.00029055
436868053,11252413137,0.00029055
2532403744,9965966236,0.00029055
436853677,8477807829,0.00029055
3811440589,3811440629,0.00029055
436862858,2309932453,0.00029055
3004846059,3819768173,0.00029055
5681433407,5681433416,0.00029055
11228575754,11296481764,0.00029055
2532403834,3811524117,0.00029055
3819769458,3819769528,0.00029055
4631204701,5282226076,0.00029055
2147567580,2147567603,0.00029055
436862474,436862475,0.00029055
3309834983,9283051961,0.00029055
3811066716,3811441340,0.00029055
414686051,8474080313,0.00029055
436867699,3811678443,0.00029055
4580124731,4584668991,0.00029055
3820983733,4580122454,0.00029055
436854199,3823586272,0.00029055
3823349778,3823349800,0.00029055
5587181199,11707228322,0.00027602
2374823820,2930463919,0.00027602
7069018256,8477772800,0.00027602
3074783133,3331258297,0.00027602
3351589258,4591424996,0.00027602
7225316095,10951188778,0.00027602
436393825,11230505704,0.00027602
3819768784,3819768969,0.00027602
436841153,3864845761,0.00027602
3811524348,3811524354,0.00027602
4586354688,8484978108,0.00027602
2064295230,4591927815,0.00027602
3351589234,3351589258,0.00027602
2532403834,3811434985,0.00027602
2288449081,2605603669,0.00027602
4588303782,4588312640,0.00027602
1149547143,1149547145,0.00027602
8456568448,8457322992,0.00027602
4501707763,9987494198,0.00027602
449448788,3819769493,0.00027602
1133534467,3823125033,0.00027602
12234347097,12234347099,0.00027602
436853379,3074968860,0.00027602
436869380,3034164321,0.00027602
7068970600,12234342169,0.00027602
2147567593,3811797882,0.00027602
4674668606,4674668607,0.00027602
436862028,4584683202,0.00027602
353195249,3819769182,0.00027602
2364556169,9283138078,0.00027602
3742385732,4674668607,0.00027602
4588274119,11252413101,0.00027602
436873123,3811440280,0.00027602
3819769454,3819769458,0.00027602
414688091,3785058257,0.00027602
2237153691,3864845150,0.00027602
3309834983,3309834990,0.00027602
