u,v,highway,oneway,length,bridge,tunnel
436849346,4585866462,primary,1,124.11818676680693,0,0
436849377,3823125049,residential,0,57.629922847860904,0,0
436849377,3823125238,residential,0,51.48823014713663,0,0
436849377,436849378,tertiary,0,130.77000210940332,0,0
436849377,1133534464,tertiary,0,146.1459387911565,0,0
436849378,3823125048,residential,0,58.84659271378472,0,0
436849378,3823125239,residential,0,56.78832525535263,0,0
436849378,436849379,tertiary,0,151.6922030680029,0,0
436849378,436849377,tertiary,0,130.77000210940335,0,0
436849379,3823125047,residential,0,56.75505844735021,0,0
436849379,3823125008,residential,0,18.131647596539956,0,0
436849379,436849380,tertiary,0,96.99149429099623,0,0
436849379,436849378,tertiary,0,151.6922030680029,0,0
436849380,436849381,tertiary,0,23.935357506866602,0,0
436849380,3823125029,residential,0,86.17241918815749,0,0
436849380,436849379,tertiary,0,96.99149429099623,0,0
436849381,3823125025,residential,0,32.652089867841596,0,0
436849381,3823125033,tertiary,0,7.084805476074745,0,0
436849381,436849380,tertiary,0,23.935357506866602,0,0
436849383,3823125038,tertiary,0,28.519294437424996,0,0
436849383,1133534467,tertiary,0,45.20266482440345,0,0
436849383,3823125040,residential,0,68.63993007483465,0,0
436849384,3823124985,residential,0,51.201262564216464,0,0
436849384,3823125038,tertiary,0,28.65437542734134,0,0
436849384,436849385,tertiary,0,44.66511150269045,0,0
436849385,436849386,tertiary,0,20.806019828140528,0,0
436849385,3823124980,residential,0,56.02316472299554,0,0
436849385,436849384,tertiary,0,44.66511150269045,0,0
436849386,4585883003,residential,0,47.164790481486996,0,0
436849386,3823124823,tertiary,0,88.83938907558364,0,0
436849386,436849385,tertiary,0,20.806019828140528,0,0
436849387,3823124820,residential,0,39.53293049976473,0,0
436849387,3823124835,residential,0,49.92339060231821,0,0
436849387,3823124823,tertiary,0,37.951144850764585,0,0
436849387,3823124443,tertiary,0,94.11131164255335,0,0
436849390,3823124795,tertiary,0,44.028493191760205,0,0
436849390,3822999792,secondary,0,48.73396595557283,0,0
436849390,1104187222,secondary,0,44.2127857061084,0,0
436854170,8460926751,primary,0,57.13375905761905,0,0
436854170,8460926747,secondary,0,40.15603482322176,0,0
436854170,3811139893,residential,0,63.8501539104882,0,0
436854170,3819768008,residential,0,104.14594638774811,0,0
436854170,4580515490,secondary,0,113.93468636830633,0,0
436854170,3811139948,primary,0,71.69740671162512,0,0
436854182,3819768691,secondary,0,33.92073954148834,0,0
436854182,3819768758,secondary,0,36.14102457916487,0,0
436854182,3819768772,residential,0,42.611168354227374,0,0
436854196,5070008488,primary,0,20.97370037431723,0,0
436854196,4569556694,primary,0,82.13935731295601,0,0
436854196,4584727260,residential,0,70.6877803379137,0,0
436854199,3823349609,primary,0,39.01542594465425,0,0
436854199,3823349586,primary,0,34.62787896381724,0,0
436854199,3823586272,residential,0,40.15167357168597,0,0
436854200,3823349618,primary,0,36.339605495043514,0,0
436854200,3823349652,primary,0,81.57121582652292,0,0
436854200,3823586325,residential,0,32.038098408340005,0,0
436854204,3823586505,primary,0,30.79774694931567,0,0
436854204,3823349778,primary,0,14.425388752646404,0,0
436854204,3823586546,residential,0,31.61849453238992,0,0
436857321,11944713931,residential,0,13.893194064378893,0,0
436857321,8460006046,primary,1,27.092027488429263,0,0
436857321,6033413577,residential,0,271.9096790576554,0,0
436857328,3823206659,primary,1,20.70584878963738,0,0
436857328,11978139841,residential,0,46.229339874400836,0,0
436857342,12946294466,primary,1,12.33593063585196,0,0
436862027,3820984268,secondary,0,36.10007469293471,0,0
436862027,414686117,secondary,0,69.75469085132063,0,0
436862028,3820984268,secondary,0,28.469914842633,0,0
436862028,3820984266,residential,0,77.87951897030648,0,0
436862028,4584683202,secondary,0,61.462938319721545,0,0
436862030,3822944309,secondary,0,21.79605297622751,0,0
436862030,3822944306,secondary,0,48.972024857867936,0,0
436862030,3820984277,residential,0,47.75221747315641,0,0
436862033,3819767982,secondary,0,18.984954754218897,0,0
436862033,3819767980,secondary,0,34.5744455234705,0,0
436862033,3819767921,residential,0,62.99268061312943,0,0
436862040,3819767989,residential,0,92.9773996835645,0,0
436862040,3819768053,secondary,0,25.04699191224855,0,0
436862040,3819768004,secondary,0,57.30335791229493,0,0
436862044,3819768184,secondary,0,64.79106463086816,0,0
436862044,3819768062,residential,0,100.94512035803803,0,0
436862044,3819768076,secondary,0,72.98728145046454,0,0
436862050,3819768663,residential,0,74.59503967184256,0,0
436862050,3819768596,secondary,0,18.905039263808217,0,0
436862050,3819768677,secondary,0,40.1798070124011,0,0
436862060,3819768927,residential,0,15.727661126541253,0,0
436862060,4580507749,secondary,0,22.312090573486657,0,0
436862060,353193674,secondary,0,90.76625622298945,0,0
436862065,3819769125,secondary,0,35.7790436863535,0,0
436862065,3819769107,residential,0,41.26535500329506,0,0
436862065,4580507749,secondary,0,137.4339157054139,0,0
436862068,11228575754,primary,1,24.334396002740885,0,0
436862068,12234347067,secondary,0,5.260705091009496,0,0
436862068,11228575749,residential,0,30.999454760226534,0,0
436862068,3819769125,secondary,0,281.46152998927096,0,0
436862217,3823588194,residential,0,35.93886841120057,0,0
436862217,5287443584,secondary,0,59.73173771527474,0,0
436862217,3823588115,secondary,0,29.45965481186452,0,0
436862266,4681256941,residential,0,28.767017690940555,0,0
436862266,5316100702,residential,0,77.11366759121196,0,0
436862266,5300464558,residential,0,109.0992380853835,0,0
436862266,4681256943,residential,0,54.53010804642653,0,0
436862401,356265595,residential,0,34.782739608742894,0,0
436862401,3823587288,secondary,0,97.84298771861626,0,0
436862401,436849329,secondary,0,27.80299361661052,0,0
436862401,3823587293,secondary,0,17.996670973338432,0,0
436862858,3811092362,tertiary,0,8.073083731043996,0,0
436862858,2309932453,tertiary,0,83.1828622687503,0,0
436862858,3811139667,residential,0,47.700645949087885,0,0
436862872,3811139961,tertiary,0,72.95556796828056,0,0
436862872,11228574102,primary,1,11.591557426727471,0,0
436863965,3811441420,tertiary,1,67.98608672198108,0,0
436863965,3811441400,tertiary,0,72.67541409635174,0,0
436863965,1104187222,tertiary,0,79.74383174040543,1,0
436863973,3822999773,secondary,0,38.0088890849819,0,0
436863973,3822999344,secondary,0,77.28445196823404,0,0
436863973,3822999343,residential,0,103.66132109568652,0,0
436863977,3822999649,secondary,0,9.419152710641407,0,0
436863977,3822999773,secondary,0,142.75830892966084,0,0
436863977,3822999656,residential,0,121.37050631467304,0,0
436867695,436867696,secondary,0,39.09524061228175,0,0
436867695,414686099,secondary,0,72.17252714567238,0,0
436867695,3811678406,residential,0,80.26158846106648,0,0
436867695,2309932453,secondary_link,1,167.76515092580695,0,0
436867696,2309932449,residential,0,83.16984921743006,0,0
436867696,436867695,secondary,0,39.09524061228175,0,0
436867696,3811678459,secondary,0,41.80213220928725,0,0
436867699,3811155098,residential,0,17.82975411034175,0,0
436867699,3811678443,secondary,0,39.146965967609695,0,0
436867699,3811678452,secondary,0,20.295284392775507,0,0
436867702,3811678380,residential,0,50.762035756034685,0,0
436867702,11955742139,secondary,0,75.02463422426435,0,0
436867702,2309932435,secondary,0,34.946577810608794,0,0
436867704,3811678409,secondary,0,41.78697952485378,0,0
436867704,3811678114,primary,1,269.1172622359561,0,0
436867708,3823125358,secondary,0,218.93167495844054,0,0
436867708,3823125377,secondary,0,113.3275999430697,0,0
436867708,3823125380,residential,0,79.0463012187189,0,0
436867708,3823207099,residential,0,77.56342958709627,0,0
436867711,3823345354,secondary,0,88.7059607110164,0,0
436867711,3822999595,secondary,0,36.68812287751646,0,0
436867711,3823348376,secondary,0,90.60388013033399,0,0
436867711,4585902743,residential,0,84.36999798713244,0,0
436867716,9689663196,secondary,0,26.093680407711084,0,0
436867716,3822999618,residential,0,179.38879315493477,0,0
436867716,3823348447,secondary,0,234.54862219855787,0,0
436867716,3823348429,residential,0,66.83447463390918,0,0
436867900,3811067112,tertiary,0,59.78444356943016,0,0
436867900,3811554309,tertiary,0,90.27837102626636,0,0
436867900,3811554293,secondary,0,74.39148054552699,0,0
436867900,3811067137,secondary,0,104.20416549667073,0,0
436867902,3811067137,secondary,0,13.09557290492965,0,0
436867902,3811554338,residential,0,54.5757017184919,0,0
436867902,3811326564,secondary,0,44.83999920246062,0,0
436867920,3811327106,residential,0,109.57500943143317,0,0
436867920,3811327081,secondary,0,107.74497717908817,0,0
436867920,414686095,secondary,0,67.247335177479,0,0
436867920,8476182094,secondary,0,27.94097552357506,0,0
436867927,3819767908,primary,0,44.0868355724925,0,0
436867927,3819767966,primary,0,10.899527539388773,0,0
