u,v,highway,oneway,length,bridge,tunnel
355799510,355129296,tertiary,0,125.78669664945986,0,0
355799678,355799509,residential,0,107.06532231953847,0,0
355799678,355798965,residential,0,76.04611969532294,0,0
355799975,355799678,residential,1,122.76067265902648,0,0
355799975,2930463922,residential,0,107.18553083899101,0,0
355799975,355798964,residential,0,108.06250954052314,0,0
355799976,355432282,residential,0,108.1020939539705,0,0
355799976,355799975,residential,1,119.5630664467582,0,0
355799977,355799976,residential,1,120.13499817295894,0,0
355799977,4634390383,tertiary,0,101.91952217610037,0,0
355799977,2374750053,tertiary,0,107.71413590321288,0,0
355800480,355798962,residential,0,86.86919037218902,0,0
355800480,436880518,residential,0,66.2226952430863,0,0
355800480,355800597,residential,0,164.07424083855622,0,0
355800480,355798665,residential,0,118.75990909225979,0,0
355800597,355798263,residential,0,96.12747705555547,0,0
355800597,355800480,residential,0,164.07424083855622,0,0
355800597,355800598,residential,1,100.44139563541204,0,0
355800598,355432431,residential,0,107.34016683841921,0,0
355800598,355798664,residential,0,101.7309149535325,0,0
355800598,355799977,residential,1,123.12862842571653,0,0
356651268,2930463919,residential,0,50.28549608007923,0,0
356651268,3634040397,residential,0,82.7650030107355,0,0
356651268,2374823854,residential,0,61.53913063656273,0,0
356651268,2374823841,residential,0,69.78047016681538,0,0
356653356,3494544693,tertiary,0,47.27094764227524,0,0
356653356,356653358,residential,1,23.99636416766492,0,0
356653358,355129297,residential,0,245.06755697708263,0,0
356653358,356653359,residential,1,12.205828177068312,0,0
356653359,2139867190,residential,1,18.123668800354977,0,0
356653359,3508122901,residential,0,83.94978600549926,0,1
357763810,355433088,residential,0,76.49231245401593,0,0
357763810,355129299,residential,0,110.50688392101068,0,0
357763810,355432933,residential,0,161.51240120757677,0,0
387153848,2139941847,trunk,1,546.759939959351,1,0
387153860,2139941882,trunk,1,41.00546191680858,1,0
387154319,387154518,trunk_link,1,91.26212439311055,0,0
387154517,387154698,trunk,1,96.2094729925595,0,0
387154518,436718632,trunk_link,1,340.0158334093421,0,0
387154518,387154717,trunk_link,1,236.773488680168,0,0
387154698,387154700,trunk_link,1,67.7122574890492,0,0
387154698,796137310,trunk,1,330.7244370176647,1,0
387154700,387154705,trunk_link,1,146.65474442994412,1,0
387154700,3074316369,trunk_link,1,149.93071521351206,1,0
387154705,2753700728,trunk_link,1,296.3102993523101,0,0
387154712,387154517,trunk_link,1,247.84858307762806,1,0
387154712,387154717,trunk_link,1,182.6300333701358,0,0
387154717,798645174,trunk_link,1,124.14054846219734,0,0
387154858,387154918,tertiary,0,77.51624380054065,0,0
387154858,4309638164,residential,1,122.95928159644598,0,0
387154858,2374750074,tertiary,0,102.81285309840675,0,0
387154859,355129678,residential,0,9.289535962324903,0,0
387154859,3048652633,residential,1,56.352650007588764,0,0
387154859,2374750078,residential,0,125.0352952388659,0,0
387154916,2374750075,residential,0,100.0378995443004,0,0
387154916,2374750069,residential,0,95.94449916823388,0,0
387154916,2374750057,residential,0,70.13077335319217,0,0
387154918,387154858,tertiary,0,77.51624380054065,0,0
387154918,387154950,tertiary,0,75.80211008468855,0,0
387154918,2374750069,residential,0,116.65348194854312,0,0
387154918,4309664863,residential,0,123.28836720279908,0,0
387154920,4309664863,residential,0,125.91403708975629,0,0
387154920,355129678,residential,0,71.33586516140032,0,0
387154920,4311903758,residential,0,76.53211090513946,0,0
387154947,355799510,residential,0,117.5153621906347,0,0
387154947,355129678,residential,0,178.93410222987063,0,0
387154947,4311903758,residential,0,107.98507313119643,0,0
387154947,3504542404,residential,0,55.3110767214777,0,0
387154950,387154918,tertiary,0,75.80211008468855,0,0
387154950,4309655467,residential,0,122.56861214796068,0,0
387154950,2374750064,residential,0,116.98612425911267,0,0
387154950,436840344,tertiary,0,111.87566594031296,0,0
387154951,2374750057,residential,0,41.620128819424046,0,0
387154951,2721321961,residential,0,111.47314516697695,0,0
387154951,2374750064,residential,0,104.91574382075989,0,0
387154952,2374750079,residential,0,21.818406389950685,0,0
387154952,2374750051,residential,0,93.77421527821848,0,0
387154952,2374750057,residential,0,106.9782915364652,0,0
387154953,2374750077,residential,1,51.641770175404126,0,0
387154953,2374750079,residential,0,107.98714174269918,0,0
387154953,2329649060,residential,0,121.95107754721857,0,0
414683348,8460119046,secondary,0,46.75457857716005,0,0
414683348,11707452269,primary,1,92.08268960634656,0,0
414683348,7281578349,secondary,0,12.060031634213171,0,0
414685214,2739029763,secondary,0,60.33726040534246,0,0
414685214,436874429,secondary,0,43.820692248956746,0,0
414685214,436874438,secondary,0,217.5295213634766,0,0
414685214,8463187835,secondary,0,44.04032576559292,0,0
414685225,3867929892,secondary,0,42.28335784198127,0,0
414685225,3431071797,secondary,0,57.5195388661473,0,0
414685225,4591208014,secondary,0,65.91766258093742,0,0
414685225,3868066575,secondary,0,51.12073684204698,0,0
414685256,8477568358,tertiary,0,25.6193768348645,0,0
414685256,8477568355,secondary,0,10.960025348102262,0,0
414685256,8477574118,secondary,0,25.06637735004099,0,0
414685337,2724377708,primary,0,88.4272903347767,0,0
414685337,2721262777,primary,0,44.14779846690722,0,0
414685337,3500755195,tertiary,0,54.32037868169017,0,0
414685337,355798268,tertiary,0,71.1299744587267,0,0
