osmid,y,x
436859628,37.5422292,126.9284727
436859638,37.5526796,126.9332339
436862108,37.5600633,126.9237011
436862109,37.5610595,126.9228985
436862110,37.5624066,126.9218075
436862111,37.5643775,126.9202242
436862112,37.5651417,126.9195709
436862410,37.5609728,126.9266581
436864020,37.5507,126.92307
436864063,37.5559664,126.9309748
436869371,37.55172,126.91936
436869380,37.5538395,126.9168734
436869387,37.55582,126.91506
436874414,37.5444087,126.9300651
436874429,37.54525,126.93164
436874438,37.5474537,126.9325708
436874458,37.552574,126.9334062
436877190,37.5389541,126.9449114
436877194,37.5405574,126.9426905
436877199,37.5426171,126.9397802
436877204,37.5439508,126.9365649
436877205,37.5439563,126.9365589
436877207,37.5446847,126.9356269
436877209,37.5449974,126.9348705
436877210,37.5450991,126.9342705
436877211,37.5451474,126.9339705
436880518,37.5593391,126.9071541
445327391,37.5558234,126.9103257
445327414,37.5540412,126.911031
449464861,37.5708166,126.8824445
449464918,37.5664792,126.8894643
449468527,37.5627806,126.888022
449469095,37.5706772,126.8880665
449471230,37.5681765,126.8884766
449471589,37.5713817,126.8841425
449472636,37.5691529,126.8871646
449472899,37.5674555,126.8854883
449473088,37.5691943,126.8826424
449473090,37.5661056,126.8875989
449473568,37.5666664,126.8847273
631756001,37.5554275,126.9235972
796137310,37.5439334,126.9105571
798645174,37.549354,126.9049096
798645919,37.54859,126.9105767
798645945,37.5489352,126.9047871
798651017,37.5427968,126.917758
1104187225,37.5771466,126.8923366
1133534451,37.5690203,126.8760332
1133534456,37.5690049,126.8800018
1133534459,37.5678534,126.8789097
1133534460,37.567641,126.8790437
1133534461,37.5675008,126.8789797
1133534471,37.5677413,126.8785456
1133534473,37.5662495,126.8808407
1795204580,37.5543354,126.9225359
1795204599,37.5519841,126.9190547
1800575463,37.5529269,126.9216487
1800585176,37.5544584,126.9298179
1830388306,37.5547661,126.9292413
1830388317,37.5540263,126.9275877
1830411034,37.556521,126.9280226
1830504800,37.5478762,126.9199818
1834932796,37.5483292,126.92022
1834932797,37.5483458,126.9163868
1834932799,37.5484151,126.9187244
1834932801,37.5488214,126.9204621
1834932805,37.5497217,126.9196773
1834932806,37.5497871,126.9144125
1834932807,37.5501127,126.9176097
1834932810,37.5505025,126.9179319
1834932811,37.550861,126.9182725
1834932812,37.5513078,126.9187715
1931779475,37.5568774,126.917347
1931779477,37.5575284,126.9187818
1931790368,37.5576424,126.9153859
1931790374,37.5580403,126.9168986
1931790383,37.5588399,126.9164741
1931790385,37.5576152,126.9161625
1931790389,37.5585777,126.9178289
1949110857,37.5598705,126.9195033
1949110858,37.5562392,126.9212742
1949110883,37.5589845,126.9183552
1949110885,37.5606092,126.9207286
1949110888,37.5578924,126.9214859
1949110892,37.5606304,126.9168645
1949110896,37.5569183,126.9204896
1949110904,37.5593658,126.9185642
1949110907,37.5582429,126.9211034
1949110912,37.5579076,126.91934
1949110915,37.5587455,126.9205677
1949139139,37.5589319,126.9225577
1949139142,37.5605699,126.9187344
1949139158,37.5593349,126.9200139
1949139160,37.5616254,126.9224347
1949139163,37.5585717,126.9187276
1949139184,37.5600724,126.92124
1949139190,37.56024,126.9187185
1949139193,37.5595477,126.9217436
1949139222,37.5617068,126.9186731
1949139236,37.5620987,126.9193356
1949139253,37.5605891,126.9232735
1949139275,37.5611784,126.9177721
1949178455,37.5560099,126.9205497
1949178460,37.5579592,126.9133412
1949178468,37.5549401,126.9157572
1949178471,37.555056,126.9164513
1949178482,37.5600399,126.9158814
1949178488,37.556086,126.9156264
1969395174,37.5534997,126.9148317
1969395175,37.5539487,126.9130559
1969395177,37.5548194,126.9150601
1969395179,37.5519485,126.9129522
1969395183,37.5541764,126.9142042
1969395184,37.5528548,126.912672
1969395185,37.5535584,126.9152067
1969395186,37.5518772,126.9125017
1969395187,37.552397,126.9149659
1969395189,37.5538241,126.9123838
1969395190,37.5544048,126.915394
1969395193,37.552402,126.9128107
1969395195,37.551978,126.9157472
1969395198,37.5543458,126.9122229
1969395200,37.5530279,126.9171775
1969395206,37.5530317,126.9133226
1969395210,37.5542544,126.9146034
1969395214,37.5533747,126.9144822
1969395215,37.552833,126.9150475
1969395219,37.5531799,126.913897
1969395220,37.5535099,126.9155933
1969395225,37.5515995,126.9149485
1969395233,37.5524192,126.9160744
1969395236,37.5529562,126.9166421
1969395239,37.5526393,126.9140543
1969395241,37.554591,126.9136876
1969395247,37.5535999,126.9162574
1969395248,37.5512494,126.9152091
1969395251,37.5533142,126.9158717
1969395252,37.5522491,126.9142026
1969395253,37.5541017,126.9138282
1969395254,37.5527611,126.912213
2139811760,37.5523062,126.9003312
2139811778,37.5598061,126.8912209
2139811784,37.5523747,126.9007142
2139811797,37.5579231,126.8934363
2139811828,37.5617252,126.8976804
2139811858,37.5595838,126.8945628
2139811868,37.5617993,126.8975549
2139811874,37.5619347,126.8980588
2139811882,37.5601344,126.8958583
2139811885,37.560228,126.8961319
2139867162,37.5601835,126.8964386
2139867163,37.5573214,126.8948497
2139867164,37.558092,126.8940258
2139867170,37.5550309,126.8971234
2139867172,37.5602282,126.8909651
2139867174,37.5499228,126.9040745
2139867190,37.555606,126.8972298
2139867191,37.5597149,126.8957332
2139867193,37.5566517,126.8939195
2139867194,37.5558705,126.8963449
2139867231,37.5551607,126.8965622
2139867246,37.5487818,126.9089581
2139867263,37.5572651,126.8959186
2139941727,37.5439941,126.9280821
2139941732,37.5440378,126.9222063
2139941737,37.5440739,126.929887
2139941755,37.5454522,126.9172632
2139941756,37.5431443,126.9303715
2139941762,37.5385475,126.9443681
2139941766,37.5488423,126.9099276
2139941776,37.5474803,126.9313073
2139941779,37.5470851,126.9311891
2139941788,37.5423012,126.9283144
2139941806,37.5457849,126.9118332
2139941812,37.5457407,126.912554
2139941828,37.5470584,126.9313439
2139941831,37.5375778,126.9420347
2139941839,37.5464322,126.9102267
2139941845,37.5446563,126.9229055
2139941847,37.5404394,126.9380086
2139941852,37.5389476,126.9407328
2139941856,37.5458325,126.9105152
2139941861,37.5382821,126.9417603
2139941874,37.5381874,126.9441367
2139941882,37.536971,126.9409858
2139941888,37.5370133,126.9424413
2139941903,37.5422307,126.9368192
2139941906,37.5395575,126.9421979
2139941907,37.5451589,126.921727
2139941910,37.5485403,126.9095368
2139941913,37.54506,126.9229215
2139941920,37.5439586,126.9252661
2139941922,37.5455917,126.9304505
2139941924,37.5474724,126.9314815
2139941930,37.5485566,126.9092208
2141595962,37.5740238,126.8653254
2141595985,37.5608012,126.8903536
2141595988,37.5766198,126.8633707
2141596006,37.5734345,126.8684717
2141596012,37.5761795,126.8623008
2141596014,37.5746997,126.8640796
2141596039,37.5726528,126.8692705
2141596045,37.575072,126.866328
2141596077,37.5622283,126.8870771
2141596080,37.5747838,126.8655591
2141596087,37.5628725,126.8888817
2141596093,37.5599384,126.8913623
2141616543,37.5673483,126.8595211
2147567566,37.5624669,126.9018182
2147567567,37.5651285,126.9098761
2147567570,37.5609542,126.8981017
2147567604,37.562599,126.9025825
2147567607,37.5631763,126.9045407
2147567609,37.5632044,126.9030131
2204167381,37.5386282,126.9444697
2288311361,37.5438118,126.9511018
2288449080,37.5652801,126.9117894
2288449081,37.5794472,126.8946876
2322074403,37.5472718,126.9606845
2322074411,37.5479324,126.960239
2322074413,37.5478883,126.959914
2322074420,37.5472677,126.9591808
2322074424,37.5475132,126.9581986
2323311234,37.545383,126.9186704
2329648809,37.5562989,126.9458648
2329648810,37.5565182,126.9499015
2329648813,37.5567707,126.9544576
2329648814,37.5568727,126.9558004
2329648821,37.5563331,126.9464999
2329648822,37.5543918,126.9465668
2329648827,37.5514503,126.9466565
2329648837,37.5468036,126.945459
2329648839,37.5459853,126.9461063
2329648843,37.5481616,126.9474157
2329648852,37.5505724,126.9464371
2329648860,37.5558325,126.9465263
2329648865,37.5558067,126.9513993
2329648871,37.555362,126.9488433
2329648872,37.5557967,126.9479723
2329648875,37.5550548,126.9485877
2329648884,37.5546224,126.9509711
2329648890,37.5553523,126.9553417
2329648891,37.5553152,126.955153
2329648896,37.5546898,126.9534298
2329648904,37.5523773,126.9516649
2329648912,37.5448075,126.9488119
2329648916,37.5461464,126.9501912
2329648920,37.5488652,126.950365
2329648926,37.5467378,126.952255
2329648927,37.5489502,126.9484939
2329648931,37.5494597,126.9479858
2329648956,37.5514551,126.9535849
2329648966,37.5551398,126.9576893
2329648967,37.5550833,126.957978
2329648995,37.5487021,126.9309446
2329648999,37.549267,126.9293734
2329649000,37.5453311,126.9195762
2329649004,37.5458858,126.9212348
2329649007,37.5460077,126.9229385
2329649021,37.5464139,126.9229458
2329649026,37.5459255,126.9174765
2329649046,37.5530576,126.9079943
2329649056,37.5524203,126.9044023
2329649057,37.5529307,126.9046021
2329649058,37.5534056,126.9061354
2329649059,37.5539256,126.9075501
2329649060,37.5547657,126.9103695
2329649063,37.5537595,126.9041584
2329649071,37.5570621,126.9099352
2329649072,37.5559487,126.9109235
2329649073,37.5562272,126.9122295
2329649074,37.5569831,126.9141156
2329649075,37.5560967,126.911607
2329649076,37.5585729,126.9107677
2329649078,37.5620972,126.9273422
2329649080,37.5654362,126.923555
2329649081,37.5661662,126.9219604
2330771333,37.5544856,126.9447028
2330771347,37.5538484,126.9386701
2330771349,37.5533218,126.9376287
2330771431,37.5555823,126.9414226
2330771433,37.5553807,126.940824
2330771437,37.5543061,126.9376357
2330771439,37.5549122,126.9381285
2330771440,37.5552849,126.9391375
2330771444,37.5559851,126.9412658
2330771455,37.5548597,126.9417011
2330771456,37.5542814,126.9418996
2330771457,37.5534934,126.9386949
2330771469,37.5512892,126.9369229
2330771472,37.5512231,126.9372664
2330771479,37.554562,126.9408106
2330782481,37.5492614,126.9580172
2330782485,37.5500041,126.9594634
2330782495,37.5512126,126.9620146
2330782501,37.5517227,126.9585719
2330782519,37.5489525,126.9545353
2330782525,37.5470441,126.9547233
2330782527,37.5465034,126.9552933
2330782528,37.5463833,126.9557434
2330782529,37.5481682,126.9570591
2330782531,37.5475541,126.9576206
2330782542,37.5501922,126.9551582
2330782543,37.5513559,126.9582168
2330782551,37.5578409,126.9604748
2330782561,37.5523956,126.9616748
2330782565,37.5561106,126.9604794
2374750051,37.5554817,126.9083443
2374750053,37.559956,126.9027239
2374750057,37.5566682,126.9076518
2374750058,37.5536659,126.9058773
2374750064,37.55655,126.9060537
2374750067,37.5535215,126.909434
2374750069,37.5558809,126.9062727
2374750073,37.5552101,126.9064869
2374750074,37.5540482,126.905502
2374750075,37.5552665,126.9068771
2374750077,37.5555731,126.9089854
2374750078,37.5536362,126.903559
2374750079,37.5564429,126.9088437
2374776955,37.5525916,126.9065459
2374794514,37.5543439,126.9180959
2374794523,37.5540685,126.9174989
2374794532,37.5553113,126.9179183
2374794573,37.5543463,126.9194354
2374794579,37.5556593,126.9194082
2374794582,37.5548107,126.9188797
2374823802,37.5606903,126.9074014
2374823805,37.562296,126.9051969
2374823807,37.5604031,126.9069092
2374823808,37.5601988,126.9081868
2374823809,37.556041,126.9140789
2374823810,37.5564617,126.9200245
2374823811,37.557246,126.9181588
2374823813,37.5628778,126.9064819
2374823817,37.5583168,126.9095475
2374823819,37.555019,126.9133425
2374823820,37.5605429,126.9060713
2374823821,37.555499,126.9128981
2374823823,37.5596104,126.907623
2374823827,37.557582,126.9123717
2374823834,37.5564214,126.9127632
2374823837,37.5610054,126.9079508
2374823839,37.5634491,126.9061681
2374823840,37.5555398,126.91448
2374823841,37.5619217,126.9055395
2374823843,37.5542858,126.9118407
2374823846,37.5560287,126.9195903
2374823847,37.55997,126.9103083
2374823854,37.5616461,126.9066236
2374823856,37.5567065,126.913548
2374823857,37.5597955,126.9080902
2374823862,37.5633534,126.9076767
2374823864,37.5559942,126.9176967
2374823865,37.5613491,126.9071609
2374823867,37.5595734,126.9091424
2374823875,37.5609297,126.908377
2374823876,37.5624478,126.9067246
2374823878,37.5599517,126.9094611
2374823880,37.5550909,126.9109894
2374823885,37.556577,126.9189456
2374838342,37.5631824,126.9177584
2374838344,37.5615349,126.9183797
2374838349,37.5644618,126.915144
2374838374,37.5661154,126.9154141
2374838378,37.5650786,126.9150231
2374838387,37.5652898,126.9166903
2374838391,37.5640496,126.9158313
2374838400,37.5629529,126.9154568
2374838418,37.5639729,126.9152483
2374838429,37.563222,126.9182736
2374838431,37.5641442,126.9178845
2374838435,37.5631433,126.9172194
2374838468,37.5654273,126.9177204
2374838474,37.5638084,126.9139748
2374838478,37.566165,126.9170542
2374838516,37.56311,126.9167376
2374838523,37.5652256,126.9161512
2374838526,37.5639553,126.9195019
2374838532,37.5643668,126.9144021
2374838549,37.5663704,126.9160414
2374838555,37.5659114,126.9189455
2374838565,37.560934,126.9173682
2374838571,37.567051,126.9175165
2374838575,37.5653372,126.9125945
2374838583,37.5654921,126.918242
2374838614,37.5641097,126.9163092
2374838652,37.5628681,126.9148202
2374838656,37.5651536,126.9156162
2374838660,37.5613467,126.9200378
2374838669,37.5669962,126.9169527
2374838675,37.5630246,126.9160412
2374838688,37.5657572,126.9141196
2374838706,37.5671692,126.9171827
2374838730,37.5645342,126.9157393
2374838752,37.5659597,126.9148527
2374838755,37.5607862,126.9158412
2421606544,37.5548042,126.9301177
2451940610,37.5395696,126.9431743
2451940611,37.5399302,126.9436067
2451940614,37.5413199,126.9482567
2451940615,37.5414383,126.9454907
2451940616,37.5416931,126.947782
2451940617,37.5419015,126.9490779
2451940618,37.5419978,126.9447396
2451940620,37.5423325,126.9378894
2451940622,37.542736,126.943648
2451940624,37.5429012,126.9385313
2451940627,37.5433232,126.9492204
2451940629,37.5433637,126.9478025
2451940631,37.5435381,126.9461751
2451940640,37.5442217,126.9414937
2451940652,37.5457913,126.955237
2451940655,37.5464659,126.9536675
2451940657,37.5466884,126.9531878
2451940661,37.5470554,126.9408055
2451940662,37.5470159,126.9437429
2451940663,37.5472017,126.9541978
2451940665,37.5472612,126.9526176
2451940682,37.5487936,126.9535842
2451940687,37.5491306,126.9446702
2451940692,37.5492856,126.9433084
2451940696,37.5493363,126.9431818
2451940702,37.549471,126.9458545
2451940705,37.5495241,126.9450832
2451940711,37.5497059,126.9379506
2451940727,37.5520921,126.9438823
2451940759,37.5531916,126.9564776
2451940770,37.553412,126.9558866
2451940771,37.5534057,126.9442332
2451940772,37.5534118,126.9447188
2451940773,37.5534162,126.9452581
2451940779,37.5537502,126.9596946
2451940793,37.5543928,126.9452832
2451940799,37.5546139,126.9555278
2451940802,37.5546767,126.9442202
2451940805,37.5549496,126.9608454
2451940806,37.5550136,126.9494603
2451940811,37.5553168,126.9465406
2451940816,37.5553589,126.9482355
2451940820,37.5557912,126.9485377
2451940823,37.5562589,126.9545053
2451940824,37.5563016,126.9550649
2451940825,37.5563408,126.9555772
2451940826,37.5565379,126.9520328
2473238876,37.552636,126.924041
2473242328,37.5594726,126.9265449
2473255250,37.5618225,126.9271694
2473255261,37.5596489,126.9261553
2473255265,37.5597576,126.9256008
2473255280,37.5600372,126.925047
2473255286,37.5607081,126.92424
2473255291,37.5665032,126.9194498
2473270869,37.5619909,126.9249965
2473270871,37.5610034,126.9242572
2473270875,37.5608236,126.9242489
2473270879,37.561733,126.9254562
2473270880,37.5619787,126.9253571
2473270881,37.5604265,126.9256097
2532403755,37.5673937,126.9168413
2532420363,37.5678976,126.9156395
2605578793,37.5818925,126.8883716
2605578794,37.5813028,126.889349
2605578797,37.5823483,126.8873866
2605578798,37.5827795,126.886212
2605603657,37.577394,126.8977372
2605603658,37.5742275,126.8973425
2605603659,37.575501,126.8986999
2605603660,37.5841416,126.8859824
2605603661,37.5815593,126.8849619
2605603662,37.5831206,126.8881687
2605603663,37.5809598,126.8859872
2605603665,37.5760796,126.8978994
2605603666,37.5821812,126.8902377
2605603667,37.5836345,126.8870868
2605603669,37.580614,126.8930219
2605603670,37.5821532,126.8839602
2605603672,37.5798243,126.8878746
2605603673,37.5762478,126.8994976
2605603676,37.5826722,126.8891582
2605603677,37.5804248,126.8868804
2690966910,37.5482707,126.9303671
2690966911,37.5475197,126.9299123
2690977357,37.5499828,126.9342419
2690978752,37.5489002,126.9359937
2690978755,37.5493829,126.9369593
2720510403,37.5575184,126.9057338
2720635239,37.5567951,126.909453
2721261123,37.5572812,126.9080919
2721262777,37.5577363,126.9086122
2721321961,37.5577603,126.906891
2724377656,37.5601253,126.910081
2724377678,37.5633269,126.9116184
2724377696,37.5589782,126.9082025
2724377708,37.5587046,126.9077347
2724377713,37.5594122,126.9104882
2724377717,37.5603452,126.9097564
2724377721,37.5591948,126.9092633
2724377725,37.5612504,126.9094043
2724382764,37.5622287,126.9088518
2724382767,37.5621178,126.9069145
2724391956,37.5650367,126.9109132
2724391959,37.5637211,126.9108792
2724391961,37.5633382,126.912041
2724391967,37.5626333,126.9141826
2739018581,37.5455836,126.9308493
2739029763,37.545421,126.9325961
2739029768,37.5432182,126.9305826
2739030799,37.5434947,126.9308312
2753700669,37.546985,126.90864
2753700671,37.5470776,126.9085248
2753700678,37.5487997,126.9118271
2753700728,37.5486922,126.9118676
2753742480,37.546659,126.9079777
2753742493,37.5465681,126.9081004
2775071293,37.5529523,126.9335053
2775071298,37.5539958,126.9317033
2775071304,37.5538664,126.9314637
2858504985,37.5628842,126.885627
2881092103,37.5831189,126.8849425
2881092106,37.5779369,126.896677
2881092109,37.5748826,126.8996377
2881092111,37.5769483,126.8947138
2881092112,37.5762336,126.8938864
2881092133,37.5749052,126.89808
2881092143,37.5791597,126.8943998
2881092146,37.578083,126.8967018
2881092152,37.575697,126.8961806
2881092162,37.5775191,126.8956685
2881092167,37.5779181,126.8931381
2881092169,37.5749958,126.8979618
2881092181,37.5757777,126.9002134
2881092570,37.5757259,126.8947696
2881092583,37.5748934,126.8900691
2881094411,37.5751244,126.8958086
2881094696,37.5790707,126.8869445
2881094700,37.5788712,126.887124
2881094807,37.5790803,126.8871586
2881099161,37.5805767,126.8844435
2881099162,37.5809006,126.8843017
2881099164,37.5807639,126.8836069
2881099168,37.5806652,126.8841548
2881099176,37.5808809,126.884045
2881099181,37.5807497,126.8843451
2881099185,37.5807039,126.8840614
2881102865,37.5806167,126.8796788
2881102869,37.5815527,126.8785785
2881102882,37.5804975,126.8798985
2881102884,37.5806645,126.879896
2930463919,37.5611956,126.9054955
2930463921,37.5608618,126.9005211
2930463922,37.5588895,126.9003592
2930463923,37.5569716,126.9030976
2930467403,37.549319,126.9193822
2930467420,37.5496753,126.963557
2930467440,37.5423217,126.9499011
2934487843,37.5653612,126.91729
2938354331,37.5737494,126.8642369
2956978527,37.5591977,126.9248537
2956978532,37.5588284,126.9251653
2956988737,37.5596214,126.9245063
2956988738,37.5586438,126.9256287
2959081059,37.5528519,126.9242676
3024393049,37.5566315,126.9245979
3024393074,37.5568204,126.9270822
3033929895,37.5574791,126.9236416
3033929921,37.5564913,126.9223054
3033931366,37.5549315,126.9202072
3033951751,37.552645,126.9182587
3034111472,37.5516929,126.9169743
3034164310,37.5538869,126.919912
3034164321,37.5530934,126.917733
3034197250,37.5551295,126.9215965
3034284276,37.5560086,126.9227695
3034284279,37.5555743,126.9210715
3034284282,37.5570212,126.9241206
3034284289,37.5576983,126.9250274
3038649848,37.5508844,126.9182986
3038707227,37.5503898,126.9196564
3038707228,37.5502016,126.9200438
3038710046,37.5508028,126.9204324
3040583099,37.5529124,126.9285331
3040583105,37.5526298,126.9286538
3040583106,37.5524311,126.9278732
3040583120,37.5498207,126.9276876
3040583121,37.5533432,126.928492
3040583126,37.5534357,126.9294462
3040583127,37.5539025,126.9289563
3040585338,37.5541545,126.9293254
3040585339,37.5535356,126.9297012
3040585340,37.5538294,126.9295229
3040585341,37.553743,126.9293102
3048481860,37.5580018,126.9243331
3048481870,37.5577837,126.9204369
3048481871,37.5582929,126.9199046
3048652633,37.5539725,126.9020972
3048653933,37.5536041,126.9026427
3048654033,37.5526987,126.9020709
3048654035,37.5524731,126.9015177
3048655633,37.5516229,126.90347
3048657133,37.5529279,126.9008803
3057206340,37.5532787,126.9012911
3066579587,37.5488709,126.9165847
3074221233,37.5488328,126.9131457
3074316369,37.5453691,126.9104346
3074776034,37.5412476,126.9498541
3074776036,37.539585,126.9460681
3074776037,37.5387262,126.9474554
3074783133,37.5418084,126.9491888
3074785642,37.5399916,126.9474967
3074786334,37.5396926,126.9468275
3074787435,37.5403189,126.9471222
3074787437,37.5376581,126.9493095
3074787542,37.5382683,126.94744
3074788835,37.53871,126.9487788
3074813736,37.5389635,126.9502695
3074813834,37.5374345,126.9499535
3074833633,37.5410655,126.9543767
3074968860,37.5410786,126.9547022
3074968863,37.5432923,126.9522605
3074982852,37.5386718,126.9508445
3074982858,37.5399459,126.9488147
3074982860,37.5404467,126.9486145
3074982861,37.5403427,126.9516543
3074982869,37.5412541,126.9507353
3074982874,37.5414411,126.9501468
3075974526,37.5377456,126.9474246
3078076779,37.5488982,126.9122623
3078076792,37.5495555,126.9140562
3078076796,37.5497934,126.9131556
3078076798,37.5500328,126.9130859
3081349433,37.5450316,126.935763
3081349434,37.5464062,126.9361008
3081349833,37.5467088,126.9355415
3081352533,37.5473326,126.937147
3081352934,37.5443698,126.9360693
3085426333,37.5457942,126.9116806
3086804405,37.5488427,126.9134805
3099973729,37.5470686,126.9130995
3110425407,37.5455146,126.9261902
3110425408,37.5458998,126.9240683
3110425409,37.5465192,126.9240816
3110445440,37.5526726,126.928872
3110451520,37.5456201,126.9292017
3110451526,37.5466392,126.9284688
3110451757,37.5475798,126.928265
3118192556,37.5505131,126.9146565
3139492438,37.5564557,126.9261837
3139492445,37.5564307,126.9262465
3139492465,37.5562674,126.9250814
3139492472,37.5562513,126.9251578
3157259861,37.5434543,126.9533653
3157336863,37.5517601,126.9573122
3157336864,37.5521557,126.9574253
3157336961,37.5516682,126.9566242
3157336963,37.5519362,126.9573684
3157553461,37.5524269,126.9562738
3157763607,37.5518644,126.9559832
3186206867,37.5532604,126.9031521
3201530628,37.554267,126.9117342
3230872623,37.5859234,126.8855043
3242365290,37.5464108,126.952788
3242818624,37.5467902,126.929641
3242818629,37.5475262,126.9296315
3242818631,37.5469455,126.9284903
3242818632,37.546684,126.928291
3309834352,37.5541015,126.9342405
3309834353,37.5544859,126.9344612
3309834355,37.5547364,126.9413631
3309834356,37.5547908,126.932277
3309834358,37.5548064,126.9323903
3309834359,37.5548581,126.9346748
3309834961,37.5550001,126.9410305
3309834964,37.5552168,126.9348807
3309834965,37.5552777,126.9335503
3309834966,37.555317,126.9458831
3309834967,37.5554607,126.9320422
3309834968,37.5556083,126.9326686
3309834969,37.5556509,126.940241
3309834970,37.5556309,126.933747
3309834972,37.5557456,126.9405264
3309834974,37.5560073,126.931919
3309834977,37.5560037,126.9327271
3309834978,37.5561046,126.9327453
3317847681,37.5599079,126.9119863
3317861162,37.5588002,126.91187
3317861361,37.5591921,126.9117448
3317861461,37.5595185,126.911094
3317861462,37.5593311,126.9124212
3317876163,37.5634867,126.9134112
