u,v,risk_score_pred
1949110907,1949110915,9.26914e-05
1949110907,3048481870,0.00010118108
1949110912,3653617214,0.00010113402
1949110912,1931779477,9.233732e-05
1949110912,3048481871,8.681803e-05
1949110915,1949139158,0.000105356106
1949110915,1949139193,0.00012949893
1949110915,3048481871,0.000101689126
1949139139,3702193045,7.992926e-05
1949139139,3702193053,7.432252e-05
1949139142,1949139222,0.00013935068
1949139142,1949139190,5.505301e-05
1949139158,1949110857,9.100377e-05
1949139158,1949139163,0.00014618108
1949139160,436862109,0.00017003894
1949139160,436862110,0.0001841639
1949139163,1949110912,0.00013281559
1949139184,1949139193,8.574418e-05
1949139184,1949139158,0.00012809077
1949139190,1949139142,5.934308e-05
1949139190,1949110904,0.00012050132
1949139193,1949139139,0.00011756344
1949139193,3702193030,0.00012265609
1949139193,1949110915,0.00012890903
1949139222,1949139236,0.0001635324
1949139222,2374838344,0.00011481777
1949139222,1949139142,0.00013927314
1949139236,1949139222,0.00016205294
1949139236,2374838660,0.00013378677
1949139236,3664000342,0.00020139945
1949139253,436862108,0.00015500563
1949139253,436862109,0.00015278709
1949139253,3702193030,7.985681e-05
1949139275,6273487914,0.00012784037
1949139275,3664000365,0.00014369872
1949139275,2374838565,0.00012784108
1949178455,1949110858,0.00038368802
1949178455,3034284279,0.00043990862
1949178455,2374823810,0.0004595894
1949178455,4173928373,0.0003614096
1949178460,2374823827,0.00012558264
1949178460,3464949393,0.0001665323
1949178460,3464948493,0.00020221337
1949178468,436869380,0.0008848915
1949178468,1949178471,0.00038941938
1949178468,1969395177,0.00035057132
1949178468,436869387,0.0007058453
1949178471,2374794523,0.00024109623
1949178471,1949178468,0.00038594575
1949178471,3743775772,0.00053332583
1949178482,436840380,0.00018976464
1949178482,4257976240,9.673704e-05
1949178482,436840375,0.00020868996
1949178488,436869387,0.00010439351
1949178488,3743775780,0.00014021475
1969395174,1969395210,0.00012862241
1969395174,1969395185,6.796604e-05
1969395175,1969395189,8.444963e-05
1969395175,1969395253,0.00010077335
1969395175,1969395206,0.00013781476
1969395177,1969395190,0.00010758973
1969395177,2374823840,0.00019886794
1969395177,1969395241,0.0007580214
1969395177,1949178468,0.00034111185
1969395179,1969395186,6.938618e-05
1969395179,1969395252,0.00019145104
1969395183,1969395210,7.4049334e-05
1969395183,1969395253,7.2741175e-05
1969395183,1969395214,0.00013253742
1969395184,1969395206,8.206379e-05
1969395184,1969395193,8.4980995e-05
1969395185,1969395220,6.086363e-05
1969395185,1969395215,0.00011013664
1969395186,1969395179,6.682543e-05
1969395186,1969395254,0.00062299025
1969395186,3078076798,0.0007010887
1969395187,1969395252,0.00010134211
1969395187,1969395225,0.00012067762
1969395187,1969395215,8.23642e-05
1969395187,1969395195,0.000115960574
1969395189,1969395184,0.00013643905
1969395189,1969395175,8.639932e-05
1969395190,1969395177,0.00010575881
1969395190,1969395210,0.00012066087
1969395190,1969395247,0.00015151378
1969395193,1969395239,0.00013878959
1969395193,1969395179,0.000103737984
1969395195,1969395248,0.00012031596
1969395195,3393326683,0.00015431031
1969395195,1969395233,9.474118e-05
1969395195,1969395187,0.0001402236
1969395198,1969395189,9.140852e-05
1969395198,8482200332,0.00013261825
1969395198,2374823843,0.00017134931
1969395200,1969395233,0.00015926606
1969395200,3034164321,9.24026e-05
1969395200,1969395236,8.768544e-05
1969395206,1969395219,8.345413e-05
1969395206,1969395175,0.00011970459
1969395210,1969395183,7.476781e-05
1969395210,1969395174,0.00012837737
1969395210,1969395190,0.000118784235
1969395214,1969395174,6.719219e-05
1969395214,3426168693,8.992764e-05
1969395214,1969395183,0.00013337651
1969395215,3426168693,4.798731e-05
1969395215,1969395187,7.5600314e-05
1969395215,1969395185,0.00014130365
1969395219,1969395239,8.056056e-05
1969395219,1969395253,0.00013035684
1969395219,1969395214,9.60892e-05
1969395220,1969395251,8.4647036e-05
1969395220,1969395247,9.150611e-05
1969395225,1969395248,5.9847214e-05
1969395225,1969395252,0.00013121545
1969395225,1969395187,0.00011914288
1969395233,1969395251,0.00012742316
1969395233,1969395200,0.00016374698
1969395233,1969395195,7.287265e-05
1969395236,1969395247,0.00011274013
1969395236,1969395200,8.8722496e-05
1969395236,1969395251,0.000115330404
1969395239,1969395252,6.4466585e-05
1969395239,1969395193,0.00013468546
1969395239,3426168693,8.215191e-05
1969395239,1969395219,7.224614e-05
1969395241,1969395253,0.0001004963
1969395241,2374823819,0.00010563939
1969395241,8482200332,0.0006381906
1969395241,1969395177,0.0007739408
1969395247,1969395236,0.000112211834
1969395247,436869380,0.00013655197
1969395247,1969395190,0.0001501458
1969395248,1969395195,0.00012142912
1969395248,3393329406,7.179047e-05
1969395248,1969395225,5.7868874e-05
1969395248,3118192556,0.000119309996
1969395251,1969395220,5.3565556e-05
1969395251,1969395233,0.00011384144
1969395251,1969395236,0.00011321686
1969395252,1969395239,6.4251486e-05
1969395252,1969395187,0.00010105274
1969395252,1969395225,0.00013132248
1969395252,1969395179,0.00018498143
1969395253,1969395241,9.875571e-05
1969395253,1969395175,0.00010535921
1969395253,1969395183,7.304974e-05
1969395253,1969395219,0.00012890733
1969395254,1969395184,7.568234e-05
1969395254,3201530628,0.00071707525
1969395254,1969395186,0.0006253092
2139811760,798645945,0.00077495707
2139811778,2139811828,0.00048368442
2139811784,2139811828,0.00094438577
2139811784,2139867170,0.0008831582
2139811797,3508206816,0.00059140864
2139811797,2139867263,0.00031780588
2139811828,2147567609,0.00044231658
2139811858,2139811797,0.00028539044
2139811858,7366088090,0.0003349909
2139811868,2139811874,0.00010142402
2139811868,2139811760,0.0015609865
2139811874,2139811868,8.809164e-05
2139811874,9030497577,0.0003391838
2139811882,2139811858,0.00017334956
2139811885,2139811882,8.70226e-05
2139811885,2139867191,0.00021851051
2139867162,2147567570,0.0003823772
2139867163,2139867164,0.00012756864
2139867164,9061486050,0.00024664795
2139867164,7366088086,0.00034788047
2139867170,2139867194,0.0003595251
