u,v,risk_score_pred
3811440029,4582183377,4.0443643e-05
3811440029,3811440300,5.774629e-05
3811440029,3811439980,5.234234e-05
3811440029,3811440024,6.562117e-05
3811440034,3811440273,3.20222e-05
3811440034,3811440011,9.171659e-05
3811440034,3811440004,3.3316886e-05
3811440036,3811440037,4.7392976e-05
3811440037,3811440003,4.5019042e-05
3811440037,3811440269,6.0630082e-05
3811440037,3811440036,4.778188e-05
3811440038,3811440024,5.0843853e-05
3811440038,3811439994,4.2712873e-05
3811440038,3811440045,5.4104414e-05
3811440039,3811440016,4.4382727e-05
3811440039,3811440055,4.3992426e-05
3811440040,3811440013,8.3234794e-05
3811440040,3811440011,3.0323927e-05
3811440040,3811440275,3.0474215e-05
3811440040,3811440273,9.521992e-05
3811440042,3811440023,3.4171302e-05
3811440042,3811440052,3.1573727e-05
3811440042,3811440276,3.5791483e-05
3811440043,3811440288,7.028242e-05
3811440043,4582142527,5.9834034e-05
3811440043,2291747512,6.0153325e-05
3811440044,3811440013,3.8500133e-05
3811440044,3811440050,3.946724e-05
3811440044,4582183377,4.476377e-05
3811440045,3811440272,3.0878582e-05
3811440045,3811439988,5.6663903e-05
3811440045,3811439963,7.746915e-05
3811440045,3811440038,3.6361445e-05
3811440046,3811440056,3.6121168e-05
3811440046,4582183379,7.8528275e-05
3811440046,3811440284,5.3932727e-05
3811440047,3811440287,4.951516e-05
3811440047,436873123,4.5419038e-05
3811440047,3811440320,0.00010105791
3811440049,3811440327,6.0900027e-05
3811440049,3811440024,3.8231286e-05
3811440049,3811440272,7.849116e-05
3811440050,3811440257,3.741747e-05
3811440050,3811440044,4.1731917e-05
3811440050,4583122951,7.1304334e-05
3811440052,3811440042,3.2205375e-05
3811440052,3811440318,6.517236e-05
3811440052,3811440272,4.917587e-05
3811440055,3811440039,4.3566142e-05
3811440055,3811440299,4.2609317e-05
3811440055,3811440308,8.7344255e-05
3811440056,3811440259,4.2839092e-05
3811440056,3811440046,3.6491758e-05
3811440056,3811440274,8.837853e-05
3811440257,4583122950,7.155858e-05
3811440257,3811440268,3.2596257e-05
3811440257,3811440050,3.7779904e-05
3811440259,3811440274,5.893384e-05
3811440259,3811440056,4.275832e-05
3811440259,3811439976,9.320812e-05
3811440266,3811440290,0.00016543681
3811440266,2291747512,0.0003585164
3811440266,3811440288,5.8560316e-05
3811440268,3811440275,3.116566e-05
3811440268,3811440257,3.28204e-05
3811440268,4583122949,7.2648014e-05
3811440269,3811440026,4.23147e-05
3811440269,3811440037,5.921785e-05
3811440269,4582197996,3.7094273e-05
3811440269,3811440276,6.423496e-05
3811440272,3811440045,3.0772822e-05
3811440272,3811440052,4.944721e-05
3811440272,3811440351,7.229579e-05
3811440272,3811440049,7.922779e-05
3811440273,3811440034,3.3690652e-05
3811440273,3811440040,9.534122e-05
3811440273,3811440285,3.2353706e-05
3811440274,3811440285,3.8129e-05
3811440274,3811440259,4.1633397e-05
3811440274,3811440056,8.900292e-05
3811440275,3811440281,3.0328758e-05
3811440275,3811440268,3.1024065e-05
3811440275,4583122948,7.333018e-05
3811440275,3811440040,3.0623763e-05
3811440276,3811440042,3.561823e-05
3811440276,3811440023,6.510988e-05
3811440276,3811440269,6.548043e-05
3811440280,4583223102,5.7992445e-05
3811440280,436867864,0.00030209403
3811440280,436873123,0.00022534296
3811440281,3811440289,3.0756208e-05
3811440281,3811440275,3.0969968e-05
3811440281,4583122947,7.351258e-05
3811440284,4582183380,3.3752713e-05
3811440284,3811440046,5.508235e-05
3811440284,3811440347,5.9976872e-05
3811440285,3811440274,3.896536e-05
3811440285,2329649117,9.14436e-05
3811440285,3811440347,8.168904e-05
3811440285,3811440296,3.5987083e-05
3811440285,3811440273,3.126585e-05
3811440287,4583223101,4.4039738e-05
3811440287,3811440047,5.0952807e-05
3811440287,4583223102,5.2977004e-05
3811440288,3811440043,7.013097e-05
3811440288,3811440266,5.8467806e-05
3811440288,4583505174,5.7875037e-05
3811440289,3811440296,3.12179e-05
3811440289,3811440281,3.0256968e-05
3811440289,4583122946,9.510704e-05
3811440290,3811440266,0.00016196781
3811440290,10278755810,0.00046897042
3811440290,4583506219,9.078791e-05
3811440296,3811440407,0.00010463261
3811440296,3811440289,3.1865304e-05
3811440296,3811440285,3.743363e-05
3811440299,3811440055,4.2781638e-05
3811440299,3811440336,5.791792e-05
3811440299,3811440308,4.1951494e-05
3811440300,3811440329,5.888552e-05
3811440300,3811440029,5.9354323e-05
3811440300,3811440327,7.1132374e-05
3811440308,3811440299,4.211051e-05
3811440308,3811440320,4.4355613e-05
3811440308,3811440055,8.722841e-05
3811440311,4582183380,3.988062e-05
3811440311,3811439986,0.00011618254
3811440311,2329649111,7.954353e-05
3811440314,4582197999,8.3368475e-05
3811440314,4582197996,3.1886655e-05
3811440314,3811440345,2.9123217e-05
3811440318,3811440052,6.751813e-05
3811440318,3811440394,5.301163e-05
3811440318,3811440351,8.216071e-05
3811440318,4582197996,8.2650266e-05
3811440320,3811440308,4.5174118e-05
3811440320,4583223101,4.8276743e-05
3811440320,3811440047,0.00010107986
3811440327,3811440049,6.0312148e-05
3811440327,3811440330,4.3886175e-05
3811440327,3811440300,7.045287e-05
3811440329,3811440300,8.347794e-05
3811440329,4583122951,4.9955717e-05
3811440329,4582183377,7.200605e-05
3811440329,3811440375,7.9773665e-05
3811440330,3811440327,6.48596e-05
3811440330,3811440351,6.350763e-05
3811440330,3811440375,4.1251267e-05
3811440336,3811440299,3.992256e-05
3811440336,3811440418,7.168243e-05
3811440336,4582197999,3.791801e-05
3811440345,3811440383,3.420063e-05
3811440345,3811440314,2.8944503e-05
3811440345,3811440394,8.646761e-05
3811440347,3811440430,8.874273e-05
3811440347,3811440402,0.00010596532
3811440347,3811440285,0.000105686435
3811440347,3811440284,8.059113e-05
3811440351,3811440330,6.705751e-05
3811440351,3811440272,7.42634e-05
3811440351,3811440411,5.288287e-05
3811440351,3811440394,8.180948e-05
3811440351,3811440318,8.197156e-05
3811440368,3811440409,5.414523e-05
3811440368,4583223101,6.2787534e-05
3811440368,4582197998,6.645098e-05
3811440375,3811440411,3.91626e-05
3811440375,3811440329,8.143432e-05
3811440375,3811440330,4.122496e-05
3811440383,4582197999,8.023855e-05
3811440383,3811440345,3.4666253e-05
3811440383,3811440394,8.9945315e-05
3811440387,4582193540,8.889527e-05
3811440387,436867864,0.0003683505
3811440387,4582193541,0.0006283033
3811440394,3811440437,6.6331246e-05
3811440394,3811440345,0.00010752696
3811440394,3811440318,5.2531996e-05
3811440394,3811440383,8.854799e-05
3811440394,3811440351,8.1804195e-05
3811440397,3811440409,4.7852107e-05
3811440397,3811440479,0.00011643682
3811440397,4582193540,4.3410444e-05
3811440402,2329649111,0.00014452088
3811440402,436810135,0.00018772631
3811440402,3811440347,0.000105954685
3811440402,3811440456,8.842194e-05
3811440403,4583506217,5.8209465e-05
3811440403,4583505174,6.211236e-05
3811440403,4583506219,6.801512e-05
3811440407,2329649117,3.342862e-05
3811440407,3811440296,8.584938e-05
3811440407,4583122946,3.29356e-05
3811440409,3811440368,5.3049615e-05
3811440409,3811440397,4.747854e-05
3811440409,4582193539,8.095575e-05
3811440411,3811440375,3.9249666e-05
3811440411,3811445301,4.1795152e-05
3811440411,3811440437,7.427033e-05
3811440411,3811440351,4.771071e-05
3811440413,3811629713,0.0001626375
3811440413,3811440462,8.8878995e-05
3811440413,3811440486,0.0005795199
3811440414,4583506219,5.221778e-05
3811440414,4583506220,5.6325523e-05
3811440414,4583506217,6.6348526e-05
3811440418,4582197998,3.7657024e-05
3811440418,4582197999,3.872754e-05
3811440418,3811440336,7.412466e-05
3811440430,3811440347,6.6041015e-05
3811440430,2329649117,8.721341e-05
3811440430,3811440508,0.00012309717
3811440437,3811440411,7.94611e-05
3811440437,3811440394,8.332913e-05
3811440453,3811440487,4.7985002e-05
3811440453,4582193539,6.0354454e-05
3811440453,4582197998,4.145459e-05
3811440456,4583506220,5.8605827e-05
3811440456,3811440480,4.6720583e-05
3811440456,3811440402,8.8967055e-05
3811440462,4583243066,5.5967466e-05
3811440462,3811440527,0.00016508362
3811440462,3811440413,9.0273796e-05
3811440469,4583506217,4.443682e-05
3811440469,3811440513,7.22017e-05
3811440469,4583506220,6.783589e-05
3811440479,4582193541,7.606984e-05
3811440479,4582193539,6.39774e-05
3811440479,3811440397,0.00011594659
3811440480,436810135,8.415923e-05
3811440480,3811440456,6.462245e-05
3811440480,3811440513,5.8199985e-05
3811440482,3811440487,4.467477e-05
3811440482,3811440506,3.9850107e-05
3811440482,4582197998,4.1732434e-05
3811440486,3811629720,8.233133e-05
3811440486,3811440528,7.8338526e-05
3811440486,436873132,0.00017981765
3811440486,3811440413,0.0005988823
3811440487,3811440482,4.4901924e-05
3811440487,3811440453,4.5039586e-05
3811440487,3811440520,5.5557244e-05
3811440498,2329649124,5.0218394e-05
3811440498,4583122946,9.158639e-05
3811440498,3811440499,3.2590222e-05
3811440498,3811440548,6.399083e-05
3811440499,4634647403,4.0964183e-05
3811440499,3811440498,3.2365497e-05
3811440499,4583122947,8.220343e-05
3811440506,3811440482,5.670496e-05
3811440506,3811440520,4.56671e-05
3811440508,2329649123,9.617115e-05
3811440508,2329649124,3.8215625e-05
3811440508,3811440430,0.00012386819
3811440513,3811440469,5.488458e-05
3811440513,4583505173,5.438564e-05
3811440513,3811440480,5.703459e-05
3811440520,3811440487,7.343238e-05
3811440520,3811440546,6.911467e-05
3811440520,3811440506,4.540142e-05
3811440527,3811440551,5.6306053e-05
3811440527,4582193541,0.00012987274
3811440527,3811440590,0.00016215071
3811440527,3811440462,0.00016325018
3811440528,4583243066,0.000109197805
3811440528,3811440486,8.153276e-05
3811440528,3811440581,9.823069e-05
3811440546,4582193539,0.00010968031
3811440546,3811440553,5.627991e-05
3811440546,3811440520,4.9611983e-05
3811440548,3811440498,6.707631e-05
3811440551,4583243066,0.00016098899
3811440551,3811440585,7.197715e-05
3811440551,3811440581,0.00014218793
3811440551,3811440527,5.5951816e-05
3811440553,3811440562,6.2191735e-05
3811440553,3811440546,5.8574362e-05
3811440553,3811440569,7.951485e-05
3811440562,3811440553,6.69645e-05
3811440562,3811440568,5.5037355e-05
3811440568,3811440562,6.02186e-05
3811440569,4582193541,0.0005586769
3811440569,3811440607,0.00020726105
3811440569,3811440553,8.0974816e-05
3811440581,3811440528,9.014572e-05
3811440581,3811440612,6.79618e-05
3811440581,3811440551,0.00014153555
3811440581,3811440804,0.00019623985
3811440585,3811440551,7.213371e-05
3811440585,3811440763,0.00017026803
3811440585,3811440590,0.00018234733
3811440587,3811440598,6.275317e-05
3811440589,3811440760,9.95192e-05
3811440589,3811440629,0.00022559022
3811440589,436810135,0.00042024034
3811440590,3811440636,7.206942e-05
3811440590,3811440527,0.00016164321
3811440590,3811440585,0.00018229503
3811440595,3811440650,5.365022e-05
3811440595,3811440621,3.22712e-05
3811440595,4583505173,3.5876536e-05
3811440598,3811440587,7.6967284e-05
3811440598,3811440644,0.00010194072
3811440607,3811440624,0.00014142704
3811440607,3811440631,7.888509e-05
3811440607,3811440569,0.00020441928
3811440612,3811440581,6.737652e-05
3811440612,3811440852,0.00026621096
3811440621,3811440595,3.3919314e-05
3811440621,3811440794,5.6780365e-05
3811440621,3811440634,3.0668576e-05
3811440624,3811440607,0.00013945115
3811440624,3811440644,0.00016380331
3811440625,4583506217,8.120107e-05
3811440629,3811440760,5.8464833e-05
3811440629,3811440652,0.00016776577
3811440629,3811440589,0.00022346748
3811440631,3811440607,7.936357e-05
3811440631,3811440636,6.448759e-05
3811440631,3811440644,0.00011946215
3811440634,3811441058,7.118633e-05
3811440634,3811440621,3.1534168e-05
3811440634,10618414546,5.4657627e-05
3811440636,3811440798,6.465636e-05
3811440636,3811440763,9.1203896e-05
3811440636,3811440631,6.462041e-05
3811440636,3811440590,8.758793e-05
3811440644,3811440781,0.0001746141
3811440644,3811440624,0.00015878626
3811440644,3811440598,9.4321644e-05
3811440644,3811440631,0.000114053764
3811440650,3811440595,5.3507403e-05
3811440650,3811440794,3.6125366e-05
3811440650,4583505173,6.9504946e-05
3811440652,2329649123,0.00018592784
3811440652,3811440841,8.4101484e-05
3811440652,3811440629,0.00016314867
3811440760,3811440629,5.8437126e-05
3811440760,3811440788,5.5623153e-05
3811440760,3811440589,9.91506e-05
3811440763,3811440585,0.00017006835
3811440763,3811440839,7.577289e-05
3811440763,3811440636,9.0885704e-05
3811440763,3811440804,9.067443e-05
3811440781,3811440644,0.00018132632
3811440781,2329649150,0.00014111277
3811440781,4582189786,0.00012218609
3811440783,3811440818,5.741744e-05
3811440783,3811440788,5.901457e-05
3811440783,3811440819,3.662057e-05
3811440788,3811440809,4.0239203e-05
3811440788,3811440783,7.673053e-05
3811440788,3811440760,5.572537e-05
3811440794,3811440650,5.263768e-05
3811440794,3811440621,5.596145e-05
3811440794,3811440818,3.739446e-05
3811440798,3811440828,4.32139e-05
3811440798,3811440636,8.478202e-05
3811440798,3811440839,7.162845e-05
3811440804,3811440852,8.636933e-05
3811440804,3811441132,0.00013569176
3811440804,3811440581,0.00019466707
3811440804,3811440763,8.9935675e-05
3811440809,3811440788,4.1143845e-05
3811440809,3811440841,3.8472797e-05
3811440809,3811441063,5.3425403e-05
3811440818,3811441058,3.5917925e-05
3811440818,3811440783,7.32238e-05
3811440818,3811440794,3.7482445e-05
3811440819,3811440783,3.6559926e-05
3811440819,3811441065,3.400847e-05
3811440819,3811441059,3.5206354e-05
3811440828,3811440837,5.7306792e-05
3811440828,3811440798,4.3508826e-05
3811440828,2329649150,0.00011427657
3811440837,3811441100,5.7891266e-05
3811440837,3811440828,5.752591e-05
3811440837,3811441075,6.5996355e-05
3811440839,3811440798,6.8241556e-05
3811440839,3811440763,7.4252326e-05
3811440839,3811441075,4.6500554e-05
3811440841,10572586388,5.5107896e-05
3811440841,3811440809,3.8555725e-05
3811440841,3811440652,8.4456384e-05
3811440852,3811440804,8.63376e-05
3811440852,3811441234,0.00026647293
3811441058,3811440818,3.529205e-05
3811441058,10572566352,6.219188e-05
3811441058,3811440634,7.0075075e-05
3811441058,3811441084,6.194533e-05
3811441059,10572566352,5.5226927e-05
3811441059,3811441065,3.6224763e-05
3811441059,3811440819,3.51692e-05
3811441063,10572586397,3.56666e-05
3811441063,10572586388,3.4773548e-05
3811441063,3811440809,5.3737593e-05
3811441065,10572586397,4.4891432e-05
3811441065,3811441059,4.7063575e-05
3811441065,3811440819,4.4049448e-05
3811441075,3811440837,6.7583336e-05
3811441075,3811440839,4.7531856e-05
3811441075,3811441088,5.071979e-05
3811441084,3811441058,6.4019274e-05
3811441084,3820785971,0.00015897537
3811441084,3811441277,7.0742026e-05
3811441088,3811441132,7.2763876e-05
3811441088,3811441075,5.2409e-05
3811441088,3811441133,5.0029204e-05
3811441099,2329649150,0.00031563573
3811441099,3811441139,8.577444e-05
3811441100,3811441139,5.4595283e-05
3811441100,3811440837,5.808275e-05
3811441100,4583243067,7.128103e-05
3811441132,3811441088,7.266479e-05
3811441132,3811440804,0.00015134746
3811441132,3811441176,4.91416e-05
3811441133,3811441176,7.348122e-05
3811441133,3811441088,6.965781e-05
3811441133,4583243067,7.5690885e-05
3811441139,3811441100,6.970281e-05
3811441139,3811441173,6.225751e-05
3811441139,3811441099,8.478737e-05
3811441173,3811441139,6.20813e-05
3811441173,3811441180,6.285161e-05
3811441176,3811441133,7.362357e-05
3811441176,3811441132,5.0565337e-05
3811441176,4583240540,5.4161123e-05
3811441180,4583243067,5.6389832e-05
3811441180,3811441173,6.350322e-05
3811441180,3811441197,5.5886117e-05
3811441197,3811441180,6.641665e-05
3811441197,4583240540,5.980996e-05
3811441224,4583240540,5.897306e-05
3811441224,3811441234,6.151107e-05
3811441234,3811441224,6.304689e-05
3811441277,3811441084,7.280656e-05
3811445301,3811440411,4.1655116e-05
3811512503,8476443643,4.8307957e-05
3811512503,2147567542,4.7929723e-05
3811512503,3811512514,0.00011707408
3811512506,8476443643,4.169007e-05
3811512506,3811512517,6.0766375e-05
3811512506,3785058151,6.376876e-05
3811512507,4581782738,0.0006023596
3811512507,3811512516,0.00035505282
3811512507,3811512555,0.00021974734
3811512508,3811512514,0.00018761239
3811512508,2147567542,0.00029586803
3811512508,3811512532,0.00037880606
3811512514,3811512508,0.00018851718
3811512514,3811512519,8.744013e-05
3811512514,3811512503,0.00011797718
3811512514,3811512543,0.0001777803
3811512516,3811512524,0.00013827828
3811512516,3811512507,0.00035727888
3811512516,3811512539,9.734723e-05
3811512517,3811512519,4.0885883e-05
3811512517,3811512506,6.156643e-05
3811512517,3811512529,6.312304e-05
3811512519,3811512528,4.1967636e-05
3811512519,3811512517,4.009954e-05
3811512519,3811512514,8.67424e-05
3811512519,10675983978,3.992647e-05
3811512522,3811512540,4.7098078e-05
3811512522,3785058151,4.505976e-05
3811512522,3811512530,4.487726e-05
3811512524,4581782739,0.0003048917
3811512524,3811512539,7.496249e-05
3811512524,436826294,0.0006419911
3811512524,3811512516,0.00013695643
3811512528,10675983979,4.3475295e-05
3811512528,3811512538,4.1160685e-05
3811512528,3811512519,4.2810752e-05
3811512529,7287935214,4.642922e-05
3811512529,3785058151,5.0881856e-05
3811512529,3811512517,6.131614e-05
3811512530,3811512545,4.8126476e-05
3811512530,3811512537,4.448142e-05
3811512530,3811512522,4.47785e-05
3811512532,3811512543,0.00010579503
3811512532,3811524065,0.00035013419
3811512532,3811512508,0.00038275452
3811512537,7287935214,5.850037e-05
3811512537,3811512549,5.1154682e-05
3811512537,3811512530,4.484617e-05
3811512538,3811512544,3.979889e-05
3811512538,3811512528,4.0855513e-05
3811512538,3811512551,6.1727565e-05
3811512539,3825373129,9.975991e-05
3811512539,3811512524,7.4250034e-05
3811512539,3811524073,0.00011607458
3811512539,3811512516,9.668554e-05
3811512540,3811512555,5.6172063e-05
3811512540,3811512522,4.7784644e-05
3811512540,3811512545,4.2874082e-05
3811512543,3811512532,0.00010684577
3811512543,3811512550,6.450945e-05
3811512543,3811512514,0.00018000972
3811512543,4581805674,0.000120641904
3811512544,3811512550,3.6554757e-05
3811512544,3811512538,3.9456536e-05
3811512544,3811524061,5.9170383e-05
3811512545,3811512549,4.4097564e-05
3811512545,3811512540,4.3640823e-05
3811512545,3811512530,4.810551e-05
3811512547,7287935212,4.585057e-05
3811512547,7287935213,4.424662e-05
3811512547,10675983979,4.851905e-05
3811512549,3811512545,4.4251356e-05
3811512549,3811512537,5.1601673e-05
3811512549,3811524067,7.773216e-05
3811512550,3811512544,3.7433703e-05
3811512550,3811512543,6.378555e-05
3811512550,4581820194,6.538599e-05
3811512550,4581820195,0.00016022619
3811512551,7287935211,4.2941923e-05
3811512551,7287935212,5.793032e-05
3811512551,3811512538,6.1126906e-05
3811512555,3811512540,5.722716e-05
3811512555,3811524068,3.993206e-05
3811512555,3811512507,0.00022284743
3811512555,3811524064,4.0683277e-05
3811524061,4581820194,3.60049e-05
3811524061,7287935211,5.9022103e-05
3811524061,3811512544,5.9174705e-05
3811524064,3811524086,7.9230966e-05
3811524064,3811524102,9.016889e-05
3811524064,3811512555,4.1048763e-05
3811524065,4581805674,7.1858645e-05
3811524065,3811512532,0.00034960348
3811524065,2532403834,0.00026923727
3811524067,3811524077,4.2969623e-05
3811524067,7287935212,5.7333098e-05
3811524067,3811512549,5.7993944e-05
3811524068,3811524080,3.897224e-05
3811524068,3811512555,4.0394276e-05
3811524068,3811524096,8.491066e-05
3811524071,3811524100,8.82956e-05
3811524073,3811524085,4.925303e-05
3811524073,3811524090,4.9316845e-05
3811524073,3811512539,0.00011527223
3811524077,4581826265,4.130219e-05
3811524077,3811524067,6.3837215e-05
3811524077,7287935211,5.7241472e-05
3811524078,4581820194,3.542553e-05
3811524078,4581826265,3.8401387e-05
3811524078,3811524127,0.00014582
3811524080,3811524096,3.889107e-05
3811524080,3811524068,3.9119146e-05
3811524080,3811524101,5.428581e-05
3811524085,4581740706,4.92381e-05
3811524085,3811524073,4.8370348e-05
3811524085,3811524120,7.006617e-05
3811524086,3811524102,4.428052e-05
3811524086,4581826266,6.469193e-05
3811524086,3811524064,7.920716e-05
3811524090,3811524073,4.862309e-05
3811524090,3811524108,4.4456363e-05
3811524090,3811524120,5.8598587e-05
3811524096,3811524080,3.868501e-05
3811524096,3811524123,8.676575e-05
3811524096,3811524068,8.440979e-05
3811524096,4581802942,7.874898e-05
3811524100,3811524071,8.766721e-05
3811524100,4581826265,4.176064e-05
3811524100,4581826266,4.2723153e-05
3811524100,3811524270,0.00011646854
3811524101,4581826267,9.615664e-05
3811524101,3811524261,9.839868e-05
3811524101,3811524080,5.44245e-05
3811524102,3811524086,4.4106957e-05
3811524102,3811524126,6.198187e-05
3811524102,3811524064,8.9573216e-05
3811524108,3811524122,4.7663012e-05
3811524108,3811524090,4.5356595e-05
3811524108,4581802942,5.491978e-05
3811524117,3811524128,9.7724085e-05
3811524117,2532403834,0.00018560704
3811524117,4581805674,7.185932e-05
3811524120,3811524122,4.4330736e-05
3811524120,3811524085,7.07224e-05
3811524120,3811524090,5.8557693e-05
3811524122,3811524120,4.448022e-05
3811524122,3811524108,4.6375026e-05
3811524122,3811524131,4.404366e-05
3811524123,3811524143,6.011589e-05
3811524123,4581802950,5.678846e-05
3811524123,3811524096,8.739338e-05
3811524126,3811524102,6.3732696e-05
3811524126,4581826266,4.463059e-05
3811524126,4581826267,4.053894e-05
3811524127,4581826264,3.6814126e-05
3811524127,4581820328,3.5954006e-05
3811524127,3811524078,0.0001428468
3811524128,3811524117,9.4151714e-05
3811524128,4581820195,8.886556e-05
3811524128,3811434987,7.91316e-05
3811524131,3811524151,4.1605155e-05
3811524131,3811524122,4.403121e-05
3811524131,3811524264,4.4310018e-05
3811524143,3811524261,4.4049004e-05
3811524143,3811524123,4.2780834e-05
3811524143,3811524274,5.4492557e-05
3811524150,3811524276,4.4413388e-05
3811524150,4581826266,8.174129e-05
3811524150,4581828812,0.00010970997
3811524151,2147567562,4.759447e-05
3811524151,4581802942,4.0087296e-05
3811524151,4581802950,5.8691494e-05
3811524151,3811524131,4.2424326e-05
3811524261,3811524273,4.449067e-05
3811524261,3811524143,4.452044e-05
3811524261,3811524101,9.8182434e-05
3811524264,2147567562,9.00021e-05
3811524264,3811524131,4.363154e-05
3811524264,4581740706,0.00015059677
3811524270,3811524276,3.8771417e-05
3811524270,4581826264,3.76764e-05
3811524270,3811524100,0.00011793987
3811524273,3811524286,4.5332385e-05
3811524273,3811524261,4.4442655e-05
3811524273,4581826267,5.5097244e-05
3811524273,3811524301,5.4848566e-05
3811524274,4581802950,6.0275743e-05
3811524274,3811524301,5.2538133e-05
3811524274,3811524143,5.5153654e-05
3811524275,4581828812,4.1613417e-05
3811524275,4581802951,4.589229e-05
3811524275,3811524321,8.3930194e-05
3811524276,3811524150,4.3458684e-05
3811524276,3811524282,4.2136307e-05
3811524276,3811524270,3.8918017e-05
3811524281,4581826264,5.22323e-05
3811524281,3811524324,3.7055317e-05
3811524281,3811524317,0.000108960114
3811524282,4581802951,5.9554986e-05
3811524282,3811524276,4.1745607e-05
3811524282,3811524317,4.1335246e-05
3811524286,3811524273,4.5273682e-05
3811524286,3811524322,5.4388514e-05
3811524286,3811524320,5.45567e-05
3811524286,4581828812,5.7959205e-05
3811524301,3811524274,5.1671486e-05
3811524301,3811524273,5.372383e-05
3811524301,3811524313,4.8926122e-05
3811524313,3811524301,4.848205e-05
3811524313,3811524346,7.25771e-05
3811524313,3811524330,4.5509303e-05
3811524317,3811524281,0.00010812782
3811524317,3811435008,4.1774507e-05
3811524317,3811524282,4.1864525e-05
3811524320,3811524354,5.100227e-05
3811524320,3811524322,4.209955e-05
3811524320,3811524286,5.3474414e-05
3811524321,4581802951,4.6541914e-05
3811524321,3811524348,4.4194712e-05
3811524321,3811524275,8.3114304e-05
3811524322,3811524320,4.2086318e-05
3811524322,3811524330,4.471535e-05
3811524322,3811524286,5.320582e-05
3811524324,3811435005,0.00016640476
3811524324,10676068115,8.055479e-05
3811524324,3811524281,3.5754445e-05
3811524324,3811435004,3.445387e-05
3811524330,3811524356,5.2115527e-05
3811524330,3811524322,4.4364868e-05
3811524330,3811524313,4.5659952e-05
3811524336,3811435007,3.840837e-05
3811524336,4582139111,5.5817134e-05
3811524336,4582139113,3.7892616e-05
3811524341,3785058268,0.00020461268
3811524341,3811524350,0.00022614887
3811524341,3811524373,8.0875056e-05
3811524343,3966699563,8.966775e-05
3811524346,3811524313,7.301847e-05
3811524346,436873092,9.816642e-05
3811524346,8477974157,9.310687e-05
3811524348,3811524354,0.0001407508
3811524348,3785058270,0.00011021486
3811524348,3811524321,4.4169596e-05
3811524350,3811524341,0.00022146547
3811524350,2930525560,0.00034352415
3811524350,3811524378,7.504244e-05
3811524354,3811524356,0.00015681607
3811524354,3811524348,0.00014114288
3811524354,3811524320,4.9608243e-05
3811524356,3811524354,0.00015677047
3811524356,3811524330,5.225514e-05
3811524356,436873092,0.00017120718
3811524373,4582141575,4.7474332e-05
3811524373,3811524378,4.9315535e-05
3811524373,3811524341,8.095374e-05
3811524373,3811524383,4.486463e-05
3811524378,3811524373,4.9057457e-05
3811524378,3811524385,6.716511e-05
3811524378,3811524350,7.434684e-05
3811524383,3811524373,4.5291654e-05
3811524383,3811524401,4.55637e-05
3811524383,3811524393,5.189932e-05
3811524385,3811524398,5.966564e-05
3811524385,3811524378,6.701838e-05
3811524385,3811524401,0.00010117217
3811524386,3811524393,4.4247587e-05
3811524386,4582141576,6.761105e-05
3811524386,4582141575,5.326767e-05
3811524393,3811524386,6.072519e-05
3811524393,3811524383,5.1166127e-05
3811524393,3811524427,6.8145644e-05
3811524398,3811524385,6.005609e-05
3811524398,3811524426,9.173773e-05
3811524398,3811524410,5.2286585e-05
3811524401,3811524426,5.8839083e-05
3811524401,3811524383,4.4607437e-05
3811524401,3811524385,0.00010079925
3811524410,3811524414,0.000119735014
3811524410,2930525560,0.00028034573
3811524410,3811524398,5.2387517e-05
3811524412,2930525559,0.00017053491
3811524412,3811524418,7.121565e-05
3811524412,2930525560,0.00029310244
3811524414,3811524410,0.00011745626
3811524414,3811524430,0.00022420805
3811524414,3811524436,7.431089e-05
3811524418,3811524431,6.289132e-05
3811524418,3811524412,6.880944e-05
3811524426,3811524401,5.942465e-05
3811524426,4582141577,4.5584533e-05
3811524426,3811524398,9.325274e-05
3811524427,3785058279,3.9444534e-05
3811524427,3811524393,6.981236e-05
3811524427,4582141577,4.454565e-05
3811524430,3811524414,0.00022608375
3811524430,4582141581,0.0002234732
3811524430,3811524439,8.030057e-05
3811524431,3811524418,6.2185594e-05
3811524431,3811524436,4.4919645e-05
3811524432,3811439590,4.58843e-05
3811524432,3811439619,4.1629228e-05
3811524432,436814919,7.991235e-05
3811524436,3811524431,4.45072e-05
3811524436,3811524439,4.3722317e-05
3811524436,3811524414,7.305582e-05
3811524439,3811524436,4.431062e-05
3811524439,3811524443,5.154314e-05
3811524439,3811524430,7.8412944e-05
3811524441,4582141581,0.00021610713
3811524441,3811439646,0.00014638383
3811524441,3811524446,7.812872e-05
3811524443,3811524446,4.6413024e-05
3811524443,3811524439,5.2125826e-05
3811524443,4582141581,7.878335e-05
3811524446,3811524443,7.014079e-05
3811524446,3811524448,6.370495e-05
3811524446,3811524441,7.7250515e-05
3811524448,3811524446,4.122748e-05
3811524448,3811524451,5.6410183e-05
3811524448,3811524450,8.726956e-05
3811524450,3811524451,5.998154e-05
3811524450,4583506221,6.3935186e-05
3811524450,3811524448,8.7777065e-05
3811524451,3811524450,6.010348e-05
3811524451,3811524448,5.5891192e-05
3811524451,3811524456,6.903714e-05
3811524452,3811439913,0.00013678032
3811524452,3811439927,0.00014064315
3811524452,3811524456,8.0112135e-05
3811524455,3811439927,0.00014169591
