u,v,highway,oneway,length,bridge,tunnel,avg_height,avg_slope,lanes,width,up_lanes,down_lanes,surface
436855974,4586322724,residential,0,47.433795077238806,0,0,39.09999847,1.85330072577741,4,3.0,2,2,asphalt
436855974,4586322723,residential,0,36.48118910237848,0,0,39.09999847,1.85330072577741,4,3.0,2,2,asphalt
436855974,4586322726,primary,0,90.73645602695753,0,0,39.84999847,1.0922615328836702,4,3.0,2,2,asphalt
436855974,4587422636,primary,0,101.55088308289048,0,0,39.34999847,0.9825349754738278,4,3.0,2,2,asphalt
436855975,4586322717,residential,0,35.81954096460195,0,0,40.399999615,0.3312223399899308,2,2.0,1,1,asphalt
436855975,4586322726,primary,0,14.709207328703364,0,0,40.59999847,0.3312223399899308,2,2.0,1,1,asphalt
436855975,436855980,primary,0,103.7407336011634,0,0,43.75,1.6994981111949814,2,2.0,1,1,asphalt
436855980,2453030246,residential,0,27.86488116679669,0,0,46.90000153,3.067773882400032,1,1.0,1,0,asphalt
436855980,3414026717,primary,0,39.35950206135408,0,0,46.90000153,3.067773882400032,1,1.0,1,0,asphalt
436855980,436855975,primary,0,103.7407336011634,0,0,43.75,1.6994981111949814,2,2.0,1,1,asphalt
436855994,436855998,primary,0,247.48890954941703,0,0,59.50499916,12.122986674547924,3,3.0,3,0,asphalt
436855994,4586354685,primary,0,21.2234474546768,0,0,52.75999832,10.88676104585004,4,3.0,2,2,asphalt
436855998,7495819778,secondary_link,1,142.78690068065004,0,0,66.34500122,14.030992504850037,1,3.0,1,0,asphalt
436855998,6008260205,primary,0,112.81065554222818,0,0,65.86000061,12.27636755981024,3,3.0,3,0,asphalt
436855998,436855994,primary,0,247.48890954941703,0,0,59.50499916,12.122986674547924,3,3.0,3,0,asphalt
436857354,10726078219,primary,1,94.69402468280045,0,0,18.30000019,1.4714608184466405,1,4.0,1,0,asphalt
436859663,5846372916,secondary,1,4.426380077707126,0,0,33.18000031,0.1929863618485219,1,2.0,1,0,asphalt
436859669,4591748489,residential,0,58.06063384576216,0,0,48.35000038,1.6234926596656405,2,2.0,1,1,asphalt
436859669,2329648805,tertiary,1,101.50351495407604,0,0,39.170000075,1.741424823129425,1,2.0,1,0,asphalt
436859669,3785056723,unclassified,0,75.61157027930903,0,0,42.36000061,2.701727565250411,1,1.0,1,0,asphalt
436862121,11944775171,primary,1,11.554375983254465,0,0,23.03000069,4.390073006901618,1,4.0,1,0,asphalt
436862293,3864845150,tertiary,0,146.3975330516935,0,0,19.484999655,0.564812949569881,2,2.0,1,1,asphalt
436862293,3617050506,tertiary,0,239.32267372752747,0,0,19.515000345,1.1014174268674617,8,4.0,4,4,asphalt
436862293,3618644427,residential,1,27.55582658723029,0,0,18.609999655,0.2461622530235227,1,2.0,1,0,asphalt
436862442,3825309165,secondary,0,36.92909463764647,0,0,17.27000046,0.6377106377670884,2,2.0,2,0,asphalt
436862442,5681433416,secondary,0,28.80281210425656,0,0,17.555000305,3.931576549770576,5,4.0,3,2,asphalt
436862442,5681433413,primary_link,1,62.58110141072926,0,0,17.555000305,3.931576549770576,1,4.0,1,0,asphalt
436862443,5681433413,primary_link,1,48.57670334633137,0,0,18.085000035,7.273958563286904,1,4.0,1,0,asphalt
436862443,5681433416,secondary,0,30.697940242765327,0,0,18.085000035,7.273958563286904,1,1.0,1,0,asphalt
436862443,2147528525,secondary,0,80.07840917334042,0,0,18.31499958,10.405297249036472,6,4.0,3,3,asphalt
436862472,436862474,secondary,0,34.55264470328316,0,0,33.899999615,2.632705066952541,2,2.0,1,1,asphalt
436862472,3825310652,secondary,0,119.28114459116308,0,0,35.674999235,4.405937147769487,4,3.0,2,2,asphalt
436862472,3825310786,residential,0,79.27485366978617,0,0,33.70999908,3.31336972487866,4,3.0,2,2,asphalt
