gu,osmid,x,y
마포구,12777880799,126.9581711,37.5473484
마포구,12777900702,126.958084,37.5474175
마포구,12870016976,126.9373287,37.5528585
마포구,12870016980,126.9386849,37.5529858
마포구,12870435581,126.9477147,37.5544775
마포구,12918661106,126.9481712,37.5553419
마포구,12941988849,126.9570348,37.5472343
마포구,12941993277,126.9573835,37.5467756
마포구,12941993284,126.9565111,37.5475869
마포구,12941993309,126.956998,37.5476902
마포구,12941993310,126.9572623,37.5479747
마포구,12946155949,126.8819323,37.5833243
마포구,12946201293,126.8824118,37.58354
마포구,12946227317,126.8842473,37.5850016
마포구,12946227319,126.884399,37.5849196
마포구,12946252270,126.8856185,37.5858167
마포구,12985685518,126.898713,37.5611974
마포구,13039150470,126.9560485,37.545907
마포구,13039150471,126.9556046,37.5461945
마포구,13039176051,126.9550829,37.5447831
마포구,13039176053,126.955163,37.5452103
마포구,13039176054,126.954873,37.5453979
마포구,13039176055,126.9553756,37.5453724
마포구,13039176056,126.9550335,37.5455714
서대문구,352993164,126.9161036,37.5687258
서대문구,355173024,126.9580225,37.5743235
서대문구,414683302,126.9597016,37.5576097
서대문구,414685905,126.9128799,37.5703235
서대문구,414685935,126.9059745,37.5742549
서대문구,414685991,126.93616,37.5803
서대문구,414688091,126.93546,37.57636
서대문구,436810135,126.92524,37.58321
서대문구,436814857,126.9096813,37.5778735
서대문구,436814891,126.9165044,37.5751698
서대문구,436814919,126.9231413,37.5789695
서대문구,436826287,126.92148,37.5722
서대문구,436826294,126.9177041,37.5748658
서대문구,436830235,126.9135184,37.5710537
서대문구,436837189,126.9302418,37.5672372
서대문구,436837191,126.9317414,37.5691072
서대문구,436837192,126.93223,37.56851
서대문구,436841150,126.9394,37.55904
서대문구,436841153,126.9404251,37.5591266
서대문구,436841517,126.9271,37.57629
서대문구,436841537,126.9313804,37.5785377
서대문구,436841577,126.9361891,37.5818252
서대문구,436841630,126.94567,37.58548
서대문구,436848857,126.9556482,37.5622556
서대문구,436848861,126.95419,37.56374
서대문구,436848862,126.9538589,37.5639913
서대문구,436848863,126.9535157,37.5643032
서대문구,436849340,126.9033716,37.5766849
서대문구,436854118,126.9674427,37.561573
서대문구,436855674,126.9314189,37.5624454
서대문구,436855693,126.94114,37.5609497
서대문구,436855694,126.9415888,37.5613649
서대문구,436855704,126.9486162,37.5686586
서대문구,436855961,126.9432549,37.5921067
서대문구,436855964,126.9447411,37.5917983
서대문구,436855965,126.945735,37.592038
서대문구,436855970,126.9473951,37.5929478
서대문구,436855974,126.9487833,37.5955104
서대문구,436855975,126.9492051,37.5963978
서대문구,436855980,126.9501451,37.5968378
서대문구,436855994,126.9533803,37.5965345
서대문구,436855998,126.9558751,37.5958978
서대문구,436857354,126.9118823,37.5706734
서대문구,436859663,126.9426968,37.5591382
서대문구,436859669,126.9456887,37.559188
서대문구,436862121,126.9216702,37.566632
서대문구,436862293,126.936937,37.5576709
서대문구,436862442,126.928613,37.5638131
서대문구,436862443,126.9289412,37.5642807
서대문구,436862472,126.93539,37.57256
서대문구,436862474,126.9355052,37.572857
서대문구,436862475,126.9355524,37.5730603
서대문구,436862477,126.935584,37.573845
서대문구,436862478,126.93546,37.57446
서대문구,436862485,126.9360678,37.5788354
서대문구,436862488,126.9361584,37.579717
서대문구,436862499,126.93486,37.58649
서대문구,436867864,126.9132586,37.5824453
서대문구,436868019,126.9667426,37.5657524
서대문구,436868022,126.9640503,37.568517
서대문구,436868025,126.9616311,37.570872
서대문구,436868033,126.952082,37.5804925
서대문구,436868035,126.9509154,37.5812888
서대문구,436868037,126.9501277,37.5827068
서대문구,436868040,126.9494133,37.5837669
서대문구,436868044,126.9481868,37.5849743
서대문구,436868047,126.946381,37.5870156
서대문구,436868048,126.94479,37.5881956
서대문구,436868050,126.9441807,37.588673
서대문구,436868052,126.9423917,37.5902102
서대문구,436868053,126.9416746,37.5910381
서대문구,436873059,126.93142,37.5695
서대문구,436873061,126.93077,37.57027
서대문구,436873073,126.926816,37.5749422
서대문구,436873079,126.9251236,37.5766624
서대문구,436873092,126.9212854,37.5776646
서대문구,436873114,126.9160481,37.5801278
서대문구,436873123,126.91417,37.58172
서대문구,436873132,126.91102,37.58404
서대문구,436877301,126.9407294,37.5944922
서대문구,436881903,126.92216,37.57171
서대문구,436881915,126.9266918,37.5751133
서대문구,436881922,126.9179029,37.5677971
서대문구,445343537,126.9665825,37.5658697
서대문구,653216979,126.9364273,37.5879366
서대문구,653216981,126.9358922,37.5883937
서대문구,653216999,126.9409683,37.5906829
서대문구,1133534462,126.9469603,37.5862195
서대문구,1133534478,126.9066542,37.5799067
서대문구,1149288246,126.9561534,37.5712173
서대문구,1149288292,126.9600045,37.5724235
서대문구,1149288309,126.9599566,37.5722023
서대문구,1149547143,126.9596904,37.5717443
서대문구,1149547145,126.960277,37.5721117
서대문구,1833773865,126.9495785,37.5825529
서대문구,1833774952,126.9498821,37.583122
서대문구,1833774953,126.9486935,37.5831976
서대문구,1833774955,126.9485306,37.5832639
서대문구,1833774982,126.9487483,37.5844624
서대문구,1833778320,126.9465164,37.5859459
서대문구,1833781045,126.9477433,37.5828269
서대문구,1833781054,126.9467552,37.5836079
서대문구,1833781062,126.9472741,37.5839855
서대문구,1837583961,126.9434327,37.582088
서대문구,1837583967,126.9433048,37.5824639
서대문구,1837583970,126.9417435,37.5824637
서대문구,1837583984,126.9421571,37.5827358
서대문구,1837583992,126.9433098,37.582853
서대문구,1837583995,126.94241,37.5828938
서대문구,1837583999,126.9427392,37.5829399
서대문구,1837584001,126.9440538,37.582957
서대문구,1837584004,126.9436483,37.5829969
서대문구,1837584006,126.9430275,37.5830003
서대문구,1837584008,126.944613,37.5830277
서대문구,1837584015,126.9436964,37.5831146
서대문구,1837584017,126.9434501,37.5831316
서대문구,1837584019,126.9445051,37.5831543
서대문구,1837584027,126.9426341,37.5832033
서대문구,1837584031,126.9431368,37.5832356
서대문구,1837584033,126.9437255,37.5832417
서대문구,1837584047,126.9448734,37.5834073
서대문구,1837584057,126.9446433,37.5836029
서대문구,1837584059,126.9420489,37.5836095
서대문구,1837584061,126.9450736,37.5836782
서대문구,1837584072,126.9449753,37.583759
서대문구,1837584075,126.9448295,37.5837706
서대문구,1837584080,126.9420592,37.5838054
서대문구,1837584093,126.9438808,37.5839198
서대문구,1837584121,126.9444689,37.5840363
서대문구,1837584159,126.9453177,37.5843075
서대문구,1837584173,126.9446984,37.5841605
서대문구,1837584180,126.9437315,37.5844229
서대문구,1838470238,126.9498683,37.5774065
서대문구,1838470623,126.9515641,37.5806902
서대문구,1838474855,126.9527869,37.5796163
서대문구,1912547346,126.9336965,37.5725167
서대문구,1912547349,126.9334327,37.5721858
서대문구,1912547353,126.9346903,37.5734131
서대문구,1912547357,126.9338789,37.5727548
서대문구,1912549259,126.9343698,37.5724754
서대문구,1912549265,126.9335141,37.5713517
서대문구,1936511359,126.9562089,37.5574896
서대문구,1936511489,126.9657951,37.5645552
서대문구,1936511522,126.966295,37.5655361
서대문구,1967751500,126.9555885,37.5766188
서대문구,2064262644,126.9542795,37.5756967
서대문구,2064295230,126.9590351,37.5716249
서대문구,2147528494,126.9481791,37.5680668
서대문구,2147528498,126.9290723,37.565154
서대문구,2147528503,126.94713,37.567246
서대문구,2147528525,126.9293949,37.5649046
서대문구,2147528533,126.94781,37.5682381
서대문구,2147528535,126.9272643,37.5659751
서대문구,2147528539,126.9302889,37.5635045
서대문구,2147528569,126.947662,37.5686691
서대문구,2147528582,126.9515711,37.5649305
서대문구,2147528590,126.9510662,37.566398
서대문구,2147528623,126.9297033,37.5646791
서대문구,2147528627,126.9393206,37.5600024
서대문구,2147567526,126.9229124,37.5727712
서대문구,2147567536,126.937893,37.589655
서대문구,2147567542,126.9228524,37.5732905
서대문구,2147567559,126.9215545,37.5718424
서대문구,2147567562,126.9201115,37.5767396
서대문구,2147567569,126.9314635,37.5776201
서대문구,2147567579,126.9545619,37.5962117
서대문구,2147567580,126.9491309,37.5950819
서대문구,2147567593,126.9386033,37.5899943
서대문구,2147567601,126.9354734,37.5866025
서대문구,2147567603,126.9456296,37.5933026
서대문구,2147567613,126.9354702,37.587111
서대문구,2147567617,126.9180565,37.569604
서대문구,2147567622,126.9482866,37.5945495
서대문구,2237153678,126.9363021,37.5576842
서대문구,2237153682,126.9349503,37.558139
서대문구,2237153687,126.9349849,37.5585301
서대문구,2237153689,126.9349873,37.5589266
서대문구,2237153691,126.9363464,37.5589616
서대문구,2237153692,126.9345322,37.5590192
서대문구,2237153694,126.9344757,37.5591184
서대문구,2237153695,126.9344082,37.5592557
서대문구,2291747512,126.9268901,37.5815592
서대문구,2291782294,126.912048,37.5808381
서대문구,2300585354,126.9367982,37.5871015
서대문구,2300585356,126.9370918,37.5837223
서대문구,2300585359,126.937415,37.5859812
서대문구,2300585363,126.9369505,37.5855696
서대문구,2300585367,126.9367838,37.5843094
서대문구,2300585371,126.936414,37.5871652
서대문구,2300585373,126.9359791,37.5872559
서대문구,2305283328,126.9464354,37.597499
서대문구,2305283386,126.9466136,37.5977985
서대문구,2305283390,126.9476645,37.5990864
서대문구,2305283396,126.948443,37.5993784
서대문구,2305283399,126.9488822,37.6003043
서대문구,2305283401,126.9491665,37.6011183
서대문구,2305283406,126.9492253,37.6017428
서대문구,2305283425,126.9498567,37.6053297
서대문구,2305283429,126.9507531,37.6060473
서대문구,2317896077,126.9333324,37.5605118
서대문구,2317896079,126.9404201,37.5598084
서대문구,2317915299,126.9390275,37.5846854
서대문구,2322078614,126.9383487,37.5794403
서대문구,2322078615,126.9393702,37.5779016
서대문구,2329648756,126.9563118,37.557936
서대문구,2329648762,126.9593742,37.5582758
서대문구,2329648764,126.9601293,37.5583781
서대문구,2329648772,126.9543961,37.5573727
서대문구,2329648773,126.9543525,37.5578415
서대문구,2329648783,126.9556847,37.5621571
서대문구,2329648786,126.9522861,37.561293
서대문구,2329648794,126.9487864,37.5575479
서대문구,2329648796,126.9428684,37.5579027
서대문구,2329648797,126.9458156,37.5580341
서대문구,2329648799,126.9457812,37.5583961
서대문구,2329648800,126.9436416,37.5591439
서대문구,2329648801,126.9436152,37.5586804
서대문구,2329648802,126.9434356,37.5584777
서대문구,2329648803,126.9428412,37.5584505
서대문구,2329648805,126.9445376,37.5591632
서대문구,2329648806,126.9446937,37.5572754
서대문구,2329648807,126.9446304,37.5572717
서대문구,2329649091,126.9323497,37.5773346
서대문구,2329649094,126.9271192,37.5745805
서대문구,2329649097,126.9357637,37.5776291
서대문구,2329649098,126.9341479,37.5795167
서대문구,2329649100,126.9330854,37.580504
서대문구,2329649111,126.9255232,37.5829267
서대문구,2329649117,126.9233693,37.5830458
서대문구,2329649123,126.9230516,37.5854094
서대문구,2329649124,126.9232373,37.5838519
서대문구,2329649150,126.915373,37.5855049
서대문구,2330753877,126.9420784,37.5609995
서대문구,2330771264,126.9309257,37.5668519
서대문구,2330771268,126.9286391,37.5691253
서대문구,2330771273,126.9277475,37.5701018
서대문구,2330771286,126.9257344,37.5695819
서대문구,2330771290,126.9261225,37.5694335
서대문구,2330771304,126.929903,37.5655644
서대문구,2330771309,126.9279164,37.5667491
서대문구,2330771492,126.9559583,37.5612204
서대문구,2330771508,126.9599818,37.55836
서대문구,2330771528,126.9619852,37.5628199
서대문구,2330771537,126.9554997,37.5625695
서대문구,2330771540,126.9576887,37.5632594
서대문구,2330771575,126.9638702,37.5644593
서대문구,2330782571,126.9655431,37.5603901
서대문구,2330782585,126.958695,37.5599407
서대문구,2330782588,126.9604696,37.5599912
서대문구,2330782601,126.9587625,37.5606157
서대문구,2330782619,126.9535908,37.5591188
서대문구,2364556169,126.9362338,37.5559785
서대문구,2419036826,126.9514016,37.5995879
서대문구,2451940827,126.9568327,37.557449
서대문구,2451940830,126.9580678,37.5580731
서대문구,2451940839,126.9590323,37.5588384
서대문구,2451940849,126.9599529,37.5597897
서대문구,2451940857,126.9592362,37.5601694
서대문구,2451940858,126.9584047,37.5601497
서대문구,2451940860,126.9584839,37.5602056
서대문구,2451940872,126.9602836,37.5606803
서대문구,2451940885,126.9600391,37.5609739
서대문구,2451940896,126.9597251,37.5613782
서대문구,2451940919,126.9551474,37.562024
서대문구,2451940922,126.9618089,37.5620747
서대문구,2451940929,126.9617995,37.5622159
서대문구,2451940941,126.9618419,37.5624239
서대문구,2451940942,126.9592948,37.562491
서대문구,2451940946,126.9546977,37.5627678
서대문구,2451940953,126.962119,37.5630433
서대문구,2451940956,126.9573055,37.5631359
서대문구,2451940957,126.9572468,37.5632705
서대문구,2451940960,126.9589359,37.5634377
서대문구,2451940962,126.9606801,37.5635132
서대문구,2451940963,126.9567447,37.5636441
서대문구,2451940966,126.958015,37.563908
서대문구,2451940967,126.9529737,37.5639916
서대문구,2451940969,126.9532199,37.5641012
서대문구,2451940971,126.9544905,37.5640867
서대문구,2451940974,126.9590945,37.5644081
서대문구,2451940975,126.9589735,37.5643348
서대문구,2451940978,126.9542312,37.5645066
서대문구,2451940979,126.953659,37.5645913
서대문구,2451940980,126.9588888,37.5646397
서대문구,2451940984,126.9543514,37.5649897
서대문구,2451940985,126.9565039,37.5650647
서대문구,2451940988,126.9525931,37.5651332
서대문구,2451940989,126.9581781,37.5653018
서대문구,2451940992,126.9544473,37.5653711
서대문구,2451940993,126.9538441,37.5654557
서대문구,2451940996,126.9565325,37.5654976
서대문구,2451941002,126.9645347,37.5658032
서대문구,2451941006,126.9546062,37.5659443
서대문구,2451941009,126.9586772,37.5658729
서대문구,2451941011,126.9540222,37.566196
서대문구,2451941022,126.9644061,37.5665586
서대문구,2451941023,126.9593607,37.5663504
서대문구,2451941032,126.9640432,37.5671244
서대문구,2451941043,126.9619482,37.5683013
서대문구,2451941048,126.9615642,37.5688584
서대문구,2451941052,126.9613034,37.569358
서대문구,2451941053,126.9630185,37.5694922
서대문구,2451941066,126.9591181,37.5714664
서대문구,2451941067,126.9595293,37.5716435
서대문구,2453030223,126.9477608,37.59585
서대문구,2453030236,126.9525595,37.5964222
서대문구,2453030246,126.9504527,37.5968961
서대문구,2453030252,126.9486922,37.5976681
서대문구,2453030259,126.9489017,37.5981828
서대문구,2453030263,126.9494432,37.5988103
서대문구,2453030266,126.9491455,37.5990066
서대문구,2453030267,126.9454035,37.5990264
서대문구,2453030272,126.9480142,37.5992805
서대문구,2453030288,126.9474795,37.599579
서대문구,2453030290,126.9511791,37.5996856
서대문구,2453030297,126.9505744,37.5997331
서대문구,2453030302,126.9487091,37.5998822
서대문구,2453030307,126.94945,37.600281
서대문구,2453030312,126.9446339,37.6005665
서대문구,2453030317,126.944196,37.6010937
서대문구,2453030327,126.9497082,37.6019111
서대문구,2453030338,126.9461443,37.6026196
서대문구,2453030345,126.9494421,37.6034091
서대문구,2463701113,126.964799,37.5667861
서대문구,2463701704,126.9655709,37.5655539
서대문구,2463701705,126.9654782,37.5660715
서대문구,2473245560,126.9273019,37.5605272
서대문구,2473245562,126.9272268,37.5596325
서대문구,2473245564,126.927656,37.5605
서대문구,2473245566,126.9292532,37.5623204
서대문구,2473245567,126.9278491,37.5618098
서대문구,2473245569,126.928198,37.5611726
서대문구,2473245570,126.9276927,37.5597133
서대문구,2473255244,126.9292251,37.5592562
서대문구,2473255260,126.9285576,37.5608718
서대문구,2473255263,126.9278903,37.5616585
서대문구,2473255266,126.9281468,37.5604681
서대문구,2473255268,126.927507,37.5617052
서대문구,2473255281,126.9289408,37.5605978
서대문구,2473255292,126.930633,37.5608543
서대문구,2473255296,126.9290353,37.5607357
서대문구,2473255305,126.9290875,37.5596814
서대문구,2473261133,126.9336446,37.5586141
서대문구,2473261136,126.934065,37.5588649
서대문구,2473261141,126.9335158,37.5584737
서대문구,2473261142,126.9329367,37.5572553
서대문구,2473261143,126.9294622,37.5591281
서대문구,2473261147,126.9336679,37.5589431
서대문구,2473261150,126.930055,37.5588857
서대문구,2473261153,126.9330092,37.5575356
서대문구,2473262328,126.9303018,37.5603975
서대문구,2473262329,126.9334135,37.5582846
서대문구,2473262330,126.9312516,37.5594064
서대문구,2473262339,126.9306129,37.5603401
서대문구,2473264191,126.9328508,37.5585388
서대문구,2473264196,126.9309551,37.5600323
서대문구,2473264199,126.9325065,37.5592132
서대문구,2473266054,126.9293813,37.5604431
서대문구,2473267808,126.9309728,37.5604156
서대문구,2532345923,126.9342494,37.5600798
서대문구,2532345930,126.934978,37.56028
서대문구,2532345932,126.9343902,37.5603868
서대문구,2532345968,126.9477446,37.5674359
서대문구,2532345992,126.9355293,37.5696821
서대문구,2532345993,126.9353877,37.5696924
서대문구,2532345995,126.9352507,37.5697461
서대문구,2532346015,126.9342289,37.5709788
서대문구,2532346082,126.937115,37.5728583
서대문구,2532403744,126.9190433,37.5671288
서대문구,2532403770,126.9295435,37.5680267
서대문구,2532403780,126.9184388,37.5684307
서대문구,2532403794,126.9189335,37.5692928
서대문구,2532403834,126.9261223,37.5757757
서대문구,2532403849,126.9321385,37.5779916
서대문구,2532403854,126.9329977,37.5784177
서대문구,2532403869,126.9348059,37.5791705
서대문구,2532420364,126.9166005,37.5684661
서대문구,2532420365,126.9163974,37.5685625
서대문구,2532420371,126.9178261,37.5694186
서대문구,2930467407,126.9375942,37.555928
서대문구,2930525559,126.9311225,37.5784105
서대문구,2930525560,126.9304124,37.5780305
서대문구,2961215633,126.9479879,37.558791
서대문구,3076247462,126.9471776,37.5716711
서대문구,3148507081,126.9339221,37.574619
서대문구,3148507083,126.9353473,37.5751738
서대문구,3148507088,126.9336667,37.5735688
서대문구,3148507089,126.9333474,37.5743153
서대문구,3148507091,126.9334885,37.5739855
서대문구,3309834973,126.937503,37.5559535
서대문구,3309834979,126.9381146,37.5561024
서대문구,3309834983,126.9354674,37.5561859
서대문구,3309834990,126.9343154,37.5566201
서대문구,3309835001,126.9345429,37.5569843
서대문구,3309835003,126.9417088,37.5571039
서대문구,3309835004,126.9329086,37.5571198
서대문구,3309835008,126.9407327,37.5573113
서대문구,3309835009,126.9362942,37.5573197
서대문구,3309835011,126.9347302,37.5573184
서대문구,3309835012,126.9394014,37.5573399
서대문구,3309835022,126.9392385,37.5576913
서대문구,3309835028,126.9349282,37.5577056
서대문구,3309835032,126.9389166,37.5579977
서대문구,3309835034,126.9363118,37.5581045
서대문구,3309835035,126.9381019,37.5580945
서대문구,3309835038,126.9317007,37.5581779
서대문구,3309835041,126.9384598,37.5583433
서대문구,3309835043,126.9446118,37.5583611
서대문구,3309835045,126.9378631,37.5584209
서대문구,3309835047,126.9386914,37.5585149
서대문구,3309835050,126.9400328,37.5585633
서대문구,3309835052,126.9396837,37.5585615
서대문구,3309835055,126.9379396,37.5587387
서대문구,3309835057,126.9363261,37.5585239
서대문구,3309835058,126.9445842,37.5587273
서대문구,3309835059,126.9310487,37.5587523
서대문구,3310757821,126.9462323,37.5573649
서대문구,3310757822,126.9466294,37.557388
서대문구,3310757828,126.9393102,37.5575547
서대문구,3310757830,126.9374854,37.557624
서대문구,3310757836,126.9434576,37.5579233
서대문구,3310757843,126.9461857,37.5580524
서대문구,3310757844,126.9465935,37.5580725
서대문구,3310757859,126.9404562,37.5586029
서대문구,3310757862,126.9461356,37.5587872
서대문구,3310757863,126.9465552,37.5588014
서대문구,3339438294,126.9517158,37.5657558
서대문구,3339450393,126.952067,37.5636581
서대문구,3339450793,126.9517963,37.5663414
서대문구,3339450993,126.9511501,37.5649659
서대문구,3339451093,126.9489965,37.5683186
서대문구,3379179293,126.9292233,37.568423
서대문구,3379201094,126.9271402,37.5710264
서대문구,3390511794,126.9645667,37.5598042
서대문구,3414026717,126.950425,37.5965787
서대문구,3414026726,126.9564958,37.5976116
서대문구,3414026727,126.9561356,37.597605
서대문구,3451482793,126.9466716,37.5664981
서대문구,3451482794,126.9471223,37.5670458
서대문구,3451482795,126.9468578,37.5663557
서대문구,3451482796,126.9469482,37.5664892
서대문구,3451482993,126.946817,37.566574
서대문구,3451483093,126.9466936,37.5664086
서대문구,3451483294,126.9473386,37.5669823
서대문구,3451483393,126.9467436,37.5665656
서대문구,3451483493,126.946545,37.5666405
서대문구,3451554793,126.9369396,37.5787193
서대문구,3459655801,126.9081221,37.5789414
서대문구,3459655803,126.9107681,37.5791969
서대문구,3459660865,126.9086781,37.5803297
서대문구,3460534386,126.9091645,37.5822702
서대문구,3460537982,126.9084349,37.5815882
서대문구,3462626618,126.9088792,37.5812935
서대문구,3472716474,126.90854,37.5809691
서대문구,3549631877,126.9446648,37.5576573
서대문구,3549631878,126.9451575,37.5580056
서대문구,3549631881,126.9434817,37.5575959
서대문구,3549631883,126.9452099,37.5573054
서대문구,3550731050,126.9356612,37.558121
서대문구,3550731052,126.9356475,37.5576944
서대문구,3550731053,126.9352937,37.5581303
서대문구,3550731054,126.9359586,37.5576895
서대문구,3550731055,126.9359854,37.5585254
서대문구,3550731058,126.9353014,37.5585286
서대문구,3617050506,126.9368586,37.5555198
서대문구,3618644427,126.9372496,37.5576694
서대문구,3618648886,126.9372624,37.5581124
서대문구,3618648887,126.9377753,37.5578361
서대문구,3618648888,126.9373055,37.5586159
서대문구,3618648891,126.9379212,37.5589222
서대문구,3618648996,126.9382715,37.5582133
서대문구,3648333425,126.9553201,37.5574323
서대문구,3648333427,126.9531406,37.5577687
서대문구,3648333526,126.9531868,37.5572947
서대문구,3648333528,126.9524315,37.5585864
서대문구,3648334028,126.9519151,37.5577046
서대문구,3648334225,126.9565525,37.5589649
서대문구,3648412325,126.9521081,37.5650252
서대문구,3743689822,126.9342385,37.5570975
서대문구,3743689823,126.93403,37.5567235
서대문구,3743691928,126.933511,37.5569085
서대문구,3743710000,126.9329647,37.5584785
서대문구,3743710007,126.9317742,37.5575091
서대문구,3743710008,126.9319125,37.5578215
서대문구,3743710009,126.933189,37.5586164
서대문구,3743710010,126.9330132,37.5589479
서대문구,3743710011,126.933213,37.5591615
서대문구,3743710012,126.9325655,37.55973
서대문구,3743710013,126.9326412,37.5593769
서대문구,3743710014,126.9324274,37.5594878
서대문구,3743710015,126.9319059,37.5599768
서대문구,3743710016,126.9316501,37.559671
서대문구,3743710017,126.9313745,37.5593165
서대문구,3743710018,126.9305673,37.560036
서대문구,3743710019,126.9306957,37.560009
서대문구,3743710020,126.9316617,37.5601044
서대문구,3743710021,126.9317433,37.5602142
서대문구,3743710024,126.930131,37.560784
서대문구,3743712525,126.9301914,37.5603721
서대문구,3743712526,126.9298391,37.5607766
서대문구,3743712528,126.9301691,37.5605243
서대문구,3743712529,126.9306936,37.5605832
서대문구,3743712530,126.9304137,37.5605517
서대문구,3743712531,126.9304042,37.5606266
서대문구,3743712532,126.9308974,37.5608543
서대문구,3743712533,126.9311445,37.5609198
서대문구,3743712534,126.9311024,37.5610135
서대문구,3743712537,126.930961,37.560568
서대문구,3743712540,126.9272875,37.5603782
서대문구,3743712541,126.9271026,37.56039
서대문구,3743712543,126.928756,37.5606471
서대문구,3743712544,126.9286435,37.5602429
서대문구,3743712546,126.9281444,37.5603048
서대문구,3743712547,126.9284127,37.5608002
서대문구,3743712550,126.9281083,37.5612819
서대문구,3743712552,126.9279685,37.5615254
서대문구,3743712558,126.9288988,37.5613574
서대문구,3743712559,126.9283724,37.5610741
서대문구,3743712561,126.9292154,37.5608656
서대문구,3743712564,126.9323484,37.559737
서대문구,3743712565,126.9290343,37.5585125
서대문구,3743712566,126.9296687,37.5583544
서대문구,3743712567,126.9304378,37.5579344
서대문구,3743712569,126.9308602,37.5581255
서대문구,3743712572,126.9303852,37.5578394
서대문구,3743712574,126.9308547,37.5576908
서대문구,3743712578,126.9299638,37.5589048
서대문구,3743712579,126.9292686,37.5584541
서대문구,3743712580,126.9294116,37.5586965
서대문구,3743712581,126.9301328,37.5588474
서대문구,3743712582,126.930058,37.5587221
서대문구,3743712583,126.9302883,37.558705
서대문구,3743712584,126.9301113,37.5585136
서대문구,3743712585,126.930519,37.5584753
서대문구,3743712586,126.9303853,37.5583882
서대문구,3743712587,126.9306991,37.558586
서대문구,3743712588,126.9301787,37.5591431
서대문구,3743712596,126.9296929,37.5589474
서대문구,3743712598,126.9298931,37.5592069
서대문구,3743712599,126.9283641,37.5588593
서대문구,3743712607,126.9290156,37.5584815
서대문구,3743712608,126.9287511,37.5585628
서대문구,3749753642,126.9369225,37.5599617
서대문구,3785056723,126.9455379,37.5598574
서대문구,3785056754,126.9423924,37.5619593
서대문구,3785057868,126.9310905,37.5627641
서대문구,3785057913,126.9326685,37.565238
서대문구,3785057923,126.9316855,37.5661267
서대문구,3785057930,126.928323,37.56642
서대문구,3785057934,126.929555,37.5666822
서대문구,3785057947,126.9281966,37.5669515
서대문구,3785057948,126.9291044,37.5670287
서대문구,3785058057,126.9286917,37.5673579
서대문구,3785058058,126.9325574,37.5671943
서대문구,3785058061,126.9274862,37.5674781
서대문구,3785058064,126.9313559,37.5673875
서대문구,3785058066,126.9280427,37.5678781
서대문구,3785058068,126.930959,37.5681405
서대문구,3785058070,126.9299674,37.5683653
서대문구,3785058073,126.9282183,37.5689264
서대문구,3785058080,126.9262417,37.5693103
서대문구,3785058081,126.9291106,37.5693877
서대문구,3785058086,126.9240969,37.5695477
서대문구,3785058089,126.9301764,37.5699689
서대문구,3785058097,126.9227627,37.5707177
서대문구,3785058099,126.929351,37.5709533
서대문구,3785058104,126.9299232,37.5712426
서대문구,3785058106,126.9274506,37.5713328
서대문구,3785058107,126.9218259,37.5714491
서대문구,3785058110,126.9232617,37.5716903
서대문구,3785058116,126.9285506,37.571907
서대문구,3785058123,126.9291145,37.572211
서대문구,3785058124,126.9228846,37.5722578
서대문구,3785058135,126.9269154,37.5730067
서대문구,3785058136,126.9285297,37.572849
서대문구,3785058137,126.9365522,37.572923
서대문구,3785058145,126.9241729,37.5733468
서대문구,3785058147,126.9254798,37.5737232
서대문구,3785058148,126.9364207,37.5738479
서대문구,3785058151,126.9221954,37.5742887
서대문구,3785058257,126.9353412,37.5756222
서대문구,3785058258,126.9362003,37.5760027
서대문구,3785058262,126.9282372,37.5768869
서대문구,3785058268,126.9288515,37.5772094
서대문구,3785058270,126.9231165,37.5774536
서대문구,3785058271,126.9254193,37.5775813
서대문구,3785058279,126.9277729,37.5788946
서대문구,3785058284,126.9268504,37.5794615
서대문구,3803564850,126.9359777,37.558113
서대문구,3811434985,126.926405,37.5759187
서대문구,3811434986,126.9260934,37.5763931
서대문구,3811434987,126.9253749,37.5764393
서대문구,3811434991,126.9257931,37.5766645
서대문구,3811434992,126.9268171,37.5767681
서대문구,3811434994,126.9278214,37.5766687
서대문구,3811434995,126.9267542,37.5768744
서대문구,3811434996,126.9261777,37.5768908
서대문구,3811434997,126.9275728,37.5769679
서대문구,3811434998,126.9274774,37.5770807
서대문구,3811435000,126.9285106,37.5770304
서대문구,3811435001,126.9273793,37.5771967
서대문구,3811435003,126.9281268,37.5772583
서대문구,3811435004,126.924806,37.5772614
서대문구,3811435005,126.9239661,37.5773061
서대문구,3811435007,126.9264547,37.5773803
서대문구,3811435008,126.9234989,37.5773966
서대문구,3811435009,126.9250903,37.5774199
서대문구,3811435011,126.9277804,37.5774033
서대문구,3811435017,126.9280816,37.5775703
서대문구,3811435021,126.9269839,37.5776637
서대문구,3811435022,126.9242257,37.5776797
서대문구,3811435023,126.9262579,37.5777128
서대문구,3811435027,126.9242786,37.5777548
서대문구,3811435028,126.9257157,37.577754
서대문구,3811435029,126.9264614,37.5777798
서대문구,3811435030,126.9278765,37.5778067
서대문구,3811435032,126.9232013,37.57784
서대문구,3811435033,126.925162,37.5778434
서대문구,3811435034,126.9267993,37.5778815
서대문구,3811435037,126.9245478,37.5779452
서대문구,3811435040,126.9218187,37.5780443
서대문구,3811435042,126.9254488,37.5780178
서대문구,3811435044,126.9271809,37.5780811
서대문구,3811435048,126.9248282,37.5781323
